Hospital,Hospital type,Control type,HAC reduction adjustment amount,Total Liabilities,Total discharges,IPPS Payment amount (unadjusted),Total Inpatient Days,Number of Interns & Residents,Urban (1) and Rural (2) Indicator,Fiscal Year Begin Date,BALANCE SHEET: Total Assets (G_C1THRU4_36),"ADJUSTED SALARIES, Subtotal Salaries",BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),Net Revenue from Medicaid,TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),NUMBER OF BEDS: Adults & Pediatrics,Cost To Charge Ratio,Total Salaries,Total Costs,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),REIMBURSEMENT SETTLEMENT: Subtotal,BALANCE SHEET: Inventory (G_C1THRU4_7),"Donations, Land Improvements",REIMBURSEMENT SETTLEMENT: Interim payments,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),Total cost of charity care,BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),Total Bad Debt expense,BED DAYS: Total Hospital,NUMBER OF BEDS: Total Hospital,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),State,HVBP payment adjustment amount,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),Total Charges,IPPS Interim payment,Medicaid charges,FTE Employees on Payroll,Cost of Uncompensated Care,Total Days Title XVIII,Fiscal Year End Date,NUMBER OF BEDS: ICU,Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
ANAHEIM REGIONAL MEDICAL CENTER (050226),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,34798551.0,12930.0,41261190.0,57672.0,1057.99,1.0,2010-07-01 00:00:00,51250496.0,78658760.0,210190731.0,11135521.0,,180.0,0.158691,76988663.0,188812597.0,191205966.0,5489247.0,2922245.0,,5577439.0,,2301290.0,4978689.0,34682631.0,16213343.0,81395.0,223.0,,1450380.0,6330682.0,11032261.0,CA,,40989594.0,1189816316.0,34978934.0,51854173.0,,4808573.0,16227.0,2011-06-30,32.0,2010,2010,16451945.0,8228790.567543,11032261.0,0.033109228401377394,-1785189.0,-0.009336471227053658,1.1818478823016627,6.561026872499955,0.954041231762377,0.31809181373812156,2.1151633439085775,0.6789895457792252,0.3210104542207748,,16451945.0,3.730812010092546,0.9096783910989872,non-profit
ANCORA PSYCHIATRIC HOSPITAL (314005),Psychiatric,Governmental-State,,,900.0,,164861.0,1708.0,1.0,2010-07-01 00:00:00,,83179154.0,,,,709.0,81.378885,85340863.0,134162044.0,,1474730.0,,,1008667.0,,,,,,164861.0,709.0,,1880801.0,-141204606.0,,NJ,,,1648610.0,,,,-21015772.0,3619.0,2011-06-30,,2010,2010,,,0.0,,,,,,,,,,,,,,,govt
ANNANDALE BEHAVIORAL HEALTH HSP (244011),Psychiatric,Governmental-State,,,275.0,,4248.0,35.07,2.0,2010-07-01 00:00:00,,,,,,14.0,,2868066.0,4309403.0,,,,,,,,,,,5110.0,14.0,,369410.0,-4433665.0,,MN,,,21240.0,,,,,1094.0,2011-06-30,,2010,2010,,,0.0,,,,,,,,,,,,,,,govt
ANNE ARUNDEL MEDICAL CENTER INC. (210023),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,490260000.0,23946.0,114767422.0,106609.0,2457.63,1.0,2010-07-01 00:00:00,903599000.0,149743068.0,71190000.0,9359694.0,,304.0,0.755465,163867146.0,354384360.0,404630367.0,31852348.0,7944000.0,,42580616.0,4744000.0,4448292.0,9036000.0,90890000.0,20848307.0,118260.0,324.0,,28523716.0,59549625.0,29696000.0,MD,,150788000.0,469094600.0,105834306.0,10406541.0,,20198458.0,42889.0,2011-06-30,20.0,2010,2010,413339000.0,7861777.496565,34440000.0,0.14717042974681135,-1382678.0,-0.0034171384867908343,1.659016393442623,1.765162559137419,1.472197161403895,0.3267246121685554,1.1860966422234533,0.5425636814560441,0.4574363185439559,,413339000.0,0.4477985998213809,5.6838090602612725,non-profit
ANNE BATES LEACH EYE HOSPITAL (100240),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,18759306.0,116.0,324800.0,523.0,587.94,1.0,2010-06-01 00:00:00,60625564.0,28349109.0,13606756.0,10193178.0,261784.0,56.0,0.271493,29197038.0,83416751.0,107419952.0,16001839.0,1199371.0,,16039721.0,,33976.0,665074.0,12944342.0,12732164.0,20440.0,56.0,,2912834.0,8868452.0,20641567.0,FL,,36112768.0,307252071.0,254884.0,36444947.0,24.59,3459261.0,151.0,2011-05-31,,2010,2010,41866258.0,9894547.995871,20641567.0,0.08255870380578834,3275439.0,0.030491905265420338,2.789849650140579,3.332347600210192,2.6458141325375983,1.5946401138041624,0.44807696928634033,0.309428972899947,0.690571027100053,23.638851113895424,41866258.0,1.771859013138418,7.8946041216583875,non-profit
ANNIE JEFFREY MEM. CNTY HLTH. CTR. (281314),General Short Term (Critical Access Hospitals),Governmental-County,,4343784.0,256.0,,1066.0,48.19,2.0,2010-07-01 00:00:00,9001354.0,,1498469.0,,144822.0,15.0,0.840465,2020940.0,5533222.0,11756211.0,1027820.0,162457.0,,1131122.0,217165.0,59899.0,140186.0,539949.0,,5475.0,15.0,,640933.0,6815801.0,1344632.0,NE,,2968520.0,6583526.0,,,,59001.0,659.0,2011-06-30,,2010,2010,4657570.0,,1561797.0,0.579761710639593,5906480.0,0.5024135752582188,5.497778493894794,17.888545029252764,4.937275557506357,2.4902944537354452,0.9326288171729035,0.4825700666810793,0.5174299333189207,45.210071674193145,4657570.0,1.3060491788235415,7.845481621575088,govt
ANOKA-METRO REGIONAL TREATMENT CTR. (244002),Psychiatric,Governmental-State,,,479.0,,50772.0,363.18,1.0,2010-07-01 00:00:00,,,,,,175.0,,32355637.0,39859075.0,,,,,,,,,,,77015.0,211.0,,1208927.0,-37977994.0,,MN,,,203088.0,,,,,7225.0,2011-06-30,,2010,2010,,,0.0,,,,,,,,,,,,,,,govt
ANTELOPE MEMORIAL HOSPITAL (281326),Critical Access Hospitals,Voluntary Nonprofit-Other,,5724389.0,261.0,,2342.0,96.09,2.0,2010-07-01 00:00:00,16314684.0,,2339505.0,613692.0,168057.0,20.0,0.68542,5316044.0,11221667.0,13303764.0,2005648.0,309263.0,,2116031.0,2403761.0,48501.0,48468.0,2184389.0,,7300.0,20.0,,972891.0,1264547.0,1235354.0,NE,,5471890.0,16371954.0,,1072019.0,,48501.0,1858.0,2011-06-30,,2010,2010,10590295.0,734783.26298,3639115.0,0.09505182142437284,1108109.0,0.08329289365024815,2.504997965106032,2.2162948082965075,2.341230888820627,0.5655375484860984,0.5405315904797742,0.35087342175919556,0.6491265782408044,12.382703487507214,10590295.0,0.8154472375928336,5.686572159495278,non-profit
ANTELOPE VALLEY HOSPITAL (050056),General Short Term (Acute Care Hospitals),Governmental-Hospital District,,290671933.0,25285.0,71360648.0,115259.0,2064.8,1.0,2010-07-01 00:00:00,349302120.0,159530538.0,37166439.0,,,351.0,0.269558,163860413.0,304932434.0,339215152.0,6090323.0,4781473.0,,6310087.0,41123410.0,,3675975.0,47531979.0,,145635.0,399.0,,14545162.0,20116852.0,13349216.0,CA,,108186285.0,1131229711.0,67806761.0,,,-371530.0,32404.0,2011-06-30,48.0,2010,2010,58630187.0,,54472626.0,0.059304107972158036,7385439.0,0.021772137702150758,2.276073651383209,1.4859997097953779,2.0981419056841712,0.28084704825776347,4.957717992610189,0.8321504976837816,0.1678495023162184,,58630187.0,0.9711225113663782,9.126920983740197,govt
APPALACHIAN - ATHENS CAMPUS (364015),Psychiatric,Governmental-State,,,760.0,,27709.0,276.0,2.0,2010-07-01 00:00:00,,,,,,88.0,,17497070.0,16183696.0,,49121.0,,,64020.0,,,,,,32120.0,88.0,,682737.0,-21438470.0,,OH,,,1581687.0,,,,,2049.0,2011-06-30,,2010,2010,,,0.0,,,,,,,,,,,,,,,govt
APPLING GENERAL HOSPITAL (110071),General Short Term (Acute Care Hospitals),Governmental-County,,13633845.0,1593.0,3339499.0,6405.0,273.0,2.0,2010-09-01 00:00:00,21148245.0,9659116.0,15994022.0,3318265.0,401580.0,21.0,0.408191,16406633.0,32136766.0,32991766.0,1573471.0,742929.0,,1704347.0,,1023414.0,,10176339.0,6690777.0,8760.0,24.0,,1116098.0,-1728202.0,-643918.0,GA,,4387767.0,78729647.0,3660781.0,12094292.0,,3617382.0,3040.0,2011-08-31,3.0,2010,2010,7514400.0,4936781.145772001,0.0,-0.05238282788499409,-3473133.0,-0.10527272168455608,0.43117343083794674,1.4018617107783065,,0.0,1.8143624241456404,0.6446797358362361,0.35532026416376394,-5.869403356740873,7514400.0,1.5600238223077139,2.0627560722374896,govt
ARIA HEALTH (390115),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,101470546.0,25957.0,82485614.0,124727.0,2669.89,1.0,2010-07-01 00:00:00,555206714.0,155201717.0,51380564.0,55536999.0,,408.0,0.173163,167937947.0,340777000.0,420561475.0,10846211.0,5416716.0,,10784331.0,12105106.0,48792951.0,4169046.0,70050726.0,8241685.0,171185.0,469.0,,19600025.0,87536753.0,39348210.0,PA,,172212281.0,1967957174.0,74460411.0,380413030.0,97.61,50008937.0,39003.0,2011-06-30,61.0,2010,2010,453736168.0,65873461.513890006,51453316.0,0.20814258605118313,19309387.0,0.04591335190651973,2.4583939501212306,2.5448062736708823,2.3215536552754643,0.5617102383778292,0.2236333648412176,0.18276174160242595,0.817238258397574,,453736168.0,0.757486291853452,8.185224961718987,non-profit
ARIZONA STATE HOSPITAL (034021),Psychiatric,Governmental-State,,,44.0,,39087.0,240.0,1.0,2010-07-01 00:00:00,,19466223.0,,,,141.0,1.02612,27004059.0,54836173.0,,427131.0,,,181510.0,,,,,,51465.0,141.0,,1765948.0,-51664395.0,,AZ,,,53440304.0,,,,,431.0,2011-06-30,,2010,2010,,,0.0,,,,,,,,,,,,,,,govt
ARKANSAS CHILDRENS HOSPITAL (043300),Childrens,Voluntary Nonprofit-Other,,221460735.0,9108.0,,80300.0,3600.29,1.0,2010-07-01 00:00:00,953019512.0,,99040193.0,,2775049.0,149.0,0.548466,220615870.0,359425036.0,416117305.0,433042.0,7406554.0,,479666.0,385693221.0,,3063985.0,62405063.0,,113880.0,312.0,,21403083.0,49653569.0,85365869.0,AR,,635436586.0,655328064.0,,,146.42,-4698.0,886.0,2011-06-30,37.0,2010,2010,731558777.0,,471059090.0,0.11932589297145428,-66139393.0,-0.15894410591744076,10.182452439796432,3.829507503261394,10.014668954023811,1.3679317814325418,0.30272445900816525,0.23237796520581627,0.7676220347941838,-16.12090813531581,731558777.0,0.4366304149709791,4.201499334719592,non-profit
ARKANSAS METHODIST MEDICAL CENTER (040039),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,19760115.0,4524.0,12707413.0,18104.0,586.05,2.0,2010-07-01 00:00:00,51422861.0,19975117.0,35093396.0,4745733.0,486425.0,106.0,0.368845,25411083.0,46028401.0,57432239.0,4538473.0,1473088.0,,4544957.0,,1425527.0,424320.0,8894094.0,10077190.0,41610.0,114.0,,3349498.0,-812307.0,2710556.0,AR,,16280550.0,124790502.0,11608584.0,18297169.0,,5093786.0,9813.0,2011-06-30,8.0,2010,2010,31662746.0,6748819.2998049995,2710556.0,-0.014143745989077668,-3909819.0,-0.06807707775418612,1.8304899858265495,4.159124583122238,1.6171565085774897,0.30475909069546603,0.6240808993635611,0.38426712586061673,0.6157328741393833,-1.1519165338952562,31662746.0,1.116861992567858,1.6365540399680898,non-profit
ARKANSAS STATE HOSPITAL (044011),Psychiatric,Governmental-State,,1.0,632.0,,79350.0,573.59,1.0,2010-07-01 00:00:00,1.0,18013405.0,,3281488.0,,234.0,0.694881,24078838.0,45538831.0,44689062.0,1500.0,,,1500.0,,33204342.0,,1.0,,85410.0,234.0,,2096133.0,31920.0,1.0,AR,,1.0,65534745.0,,4553623.0,,33045717.0,5254.0,2011-06-30,,2010,2010,0.0,3164226.103863,1.0,0.0007142687398540609,31920.0,0.0007142687398540609,1.0,31921.0,,1.0,inf,1.0,0.0,,0.0,44689062.0,inf,govt
ARMSTRONG COUNTY MEMORIAL (390163),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,19709608.0,6444.0,10819157.0,30638.0,799.02,1.0,2010-07-01 00:00:00,61398175.0,36293866.0,37651255.0,9479362.0,265862.0,125.0,0.347162,39911699.0,80883299.0,89262426.0,2950842.0,975623.0,,3073551.0,740000.0,2332884.0,1566526.0,11357866.0,,50735.0,139.0,,5199930.0,5818670.0,2564570.0,PA,,12934945.0,232984363.0,9798435.0,31115979.0,,2259594.0,7955.0,2011-06-30,14.0,2010,2010,41688567.0,10802285.501598,3304570.0,0.06518610641391262,1506295.0,0.016874905461341596,1.138853460676504,4.053093688550296,0.9150306932657948,0.2257968178177133,0.4727820939491636,0.3210129291302225,0.6789870708697775,25.224458553685746,41688567.0,1.4538286520731276,2.3707689424960736,non-profit
ARROWHEAD REGIONAL MEDICAL CENTER (050245),General Short Term (Acute Care Hospitals),Governmental-County,,526726856.0,18115.0,29168853.0,96586.0,2444.01,1.0,2010-07-01 00:00:00,587071936.0,134192099.0,238414511.0,298259389.0,25929605.0,289.0,0.271221,150788669.0,363033849.0,228811625.0,4922859.0,1378280.0,,4945160.0,,40937384.0,2009408.0,60932182.0,132794398.0,133590.0,366.0,,50625737.0,33341877.0,18445505.0,CA,,97818321.0,1338515318.0,31697048.0,536591087.0,138.18,76954013.0,9402.0,2011-06-30,17.0,2010,2010,60345080.0,145534771.207227,18445505.0,0.14571758318660602,-246149701.0,-1.0757744542044139,1.6053638289204875,4.762703114751413,1.5497661482071987,0.3027218851279608,8.728579960454109,0.8972100754616893,0.10278992453831075,-7.540568550889996,60345080.0,0.3897505756432547,0.9597218895791121,govt
ARROYO GRANDE COMMUNITY HOSPITAL (050016),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,37973754.0,2763.0,12819067.0,10141.0,264.0,1.0,2010-07-01 00:00:00,30726332.0,20436038.0,41866368.0,4129939.0,,45.0,0.200418,21297537.0,48634741.0,58660614.0,2320397.0,987544.0,,2357953.0,,,1423638.0,7465166.0,8011935.0,19345.0,53.0,,2728728.0,-3828419.0,-7027251.0,CA,,5604215.0,242667021.0,11925712.0,28695860.0,,1581174.0,5466.0,2011-06-30,8.0,2010,2010,-7247422.0,5751166.869480001,0.0,-0.06526387534913972,-4396130.0,-0.07494176586695803,0.7507153893161921,5.095392252496461,0.4277243131632974,0.0,-5.239622309836518,1.2358700674066792,-0.23587006740667907,,-7247422.0,1.9091316854872231,1.4011393106753374,non-profit
ARTESIA GENERAL HOSPITAL (320030),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,2127610.0,813.0,2837077.0,2865.0,123.24,2.0,2010-07-01 00:00:00,23820402.0,7378376.0,9150396.0,1876234.0,22018.0,34.0,0.388834,10326577.0,23440299.0,23890369.0,1840832.0,526896.0,,2122413.0,,136077.0,584656.0,2127610.0,4053785.0,12410.0,34.0,,2146408.0,2188304.0,13343278.0,NM,,19760771.0,60283579.0,2990738.0,7722050.0,,1685801.0,1731.0,2011-06-30,,2010,2010,21692792.0,3002595.5897,13343278.0,0.09159774802976045,-2642300.0,-0.11060105434118661,9.287778775245464,11.600799958639037,8.765337162355882,6.2714867856421055,0.09807912231860241,0.08931881166405169,0.9106811883359484,-22.52211826687256,21692792.0,1.0029372720074161,2.6108562951811045,non-profit
ASHFORD PRESBYTERIAN HOSPITAL (400001),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,33025409.0,11288.0,3967706.0,54412.0,851.82,1.0,2010-07-01 00:00:00,45015078.0,26282110.0,17137602.0,,882437.0,164.0,0.564581,25716433.0,57306336.0,101290588.0,1142265.0,891182.0,,1140108.0,,,259846.0,9721538.0,,70080.0,192.0,,2707591.0,38782165.0,2348181.0,PR,,17131450.0,101502329.0,3261791.0,,,-22255.0,5197.0,2011-06-30,28.0,2010,2010,11989669.0,,2348181.0,0.38288024352272493,34831541.0,0.34387736992898094,1.7622160197285657,5.993696470661329,1.6438162356614765,0.24154418776123696,2.754488801984442,0.7336521553955766,0.26634784460442346,42.54029692771269,11989669.0,2.2501480059636907,5.910429475489044,non-profit
ASHLAND COMMUNITY HOSPITAL (380005),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,16097882.0,1880.0,5300292.0,5490.0,278.08,1.0,2010-07-01 00:00:00,41905474.0,18612120.0,7016298.0,4664097.0,354088.0,37.0,0.516737,20493163.0,47773583.0,49182455.0,3431494.0,1351882.0,,3448130.0,,,366623.0,7385314.0,1541311.0,14965.0,41.0,,2786230.0,-534750.0,5234362.0,OR,,13995872.0,92452410.0,4748616.0,7746789.0,,778855.0,2001.0,2011-06-30,4.0,2010,2010,25807592.0,4003052.507493,5234362.0,-0.010872779734155198,-1426529.0,-0.02900483515920464,1.8950950494454264,1.5863794010654118,1.6624028443475796,0.7087528031983474,0.6237653633085954,0.38414747438485003,0.6158525256151499,3.840008698402657,25807592.0,1.173652277504366,7.009744312456512,non-profit
ASHLEY MEDICAL CENTER (351322),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,2377854.0,92.0,,1987.0,56.7,2.0,2010-07-01 00:00:00,3723133.0,,559746.0,1988965.0,34812.0,20.0,0.857824,3501302.0,6075775.0,6098788.0,689068.0,111508.0,,599049.0,,9105.0,14794.0,922173.0,36428.0,7300.0,20.0,,158886.0,-200288.0,813197.0,ND,,1614393.0,7252813.0,,2117008.0,,35095.0,1025.0,2011-06-30,,2010,2010,1345279.0,1816020.270592,813197.0,-0.03284062341566882,-290412.0,-0.047617985737494074,1.7506400642829492,1.2716214853395187,1.613678778276961,0.8818269457032466,1.7675545370142551,0.6386701737488293,0.3613298262511707,-3.77817993795243,1345279.0,1.6380795421490448,10.89563480578691,non-profit
ASOCIACION HOSPITAL DEL MAESTRO  INC (400004),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,26644407.0,7923.0,4434785.0,52768.0,618.0,1.0,2010-07-01 00:00:00,25257748.0,17130049.0,24726788.0,,1009852.0,197.0,0.468246,17300633.0,43067144.0,43128578.0,689547.0,158695.0,,690627.0,,,512026.0,13007862.0,,78840.0,216.0,,869519.0,-1083306.0,,PR,,17967749.0,91975454.0,3456052.0,,,-15025.0,8937.0,2011-06-30,19.0,2010,2010,-1386659.0,,0.0,-0.025118055132724294,-3015857.0,-0.0699271142211088,1.381299171224295,1.8176301378351032,1.329736431705687,0.0,-19.21482282233772,1.0549003418673748,-0.05490034186737472,-2.125398573256279,-1386659.0,1.7075385343143024,1.7442046253642,non-profit
ASPIRUS KEWEENAW HOSPITAL (231319),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,11209590.0,1080.0,,3561.0,280.06,2.0,2010-07-01 00:00:00,26325831.0,14786893.0,6619585.0,2202989.0,279716.0,20.0,0.52801,15597949.0,25970043.0,32966178.0,3025940.0,425266.0,,3411530.0,1324523.0,35471.0,287647.0,6400605.0,1935623.0,9125.0,25.0,,451650.0,919904.0,3734134.0,MI,,12391155.0,49184776.0,,6235271.0,,675548.0,2137.0,2011-06-30,5.0,2010,2010,15116241.0,3292285.4407099998,5058657.0,0.02790447834140797,-1651467.0,-0.050095798184430114,1.9359349623980857,1.7598739494157194,1.8245528352397937,0.5834032876579636,0.7415593598964187,0.4258019433460619,0.5741980566539381,-4.289411402994466,15116241.0,1.252236937933697,4.9800973928123895,non-profit
ASPIRUS ONTONAGON HOSPITAL (231309),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,7539833.0,312.0,,1272.0,90.55,2.0,2010-07-01 00:00:00,6285953.0,4647991.0,30143588.0,73812.0,198291.0,25.0,0.642855,6029254.0,12202968.0,12361105.0,1663562.0,194371.0,,1528823.0,,-109476.0,69428.0,5695153.0,657645.0,9125.0,25.0,,351931.0,-988479.0,2485140.0,MI,,4372210.0,18982467.0,,425532.0,,234505.0,927.0,2011-06-30,,2010,2010,-1253880.0,273555.37386,2485140.0,-0.07996687998362606,-1349314.0,-0.10915804048262676,0.767707206461354,5.555645124898312,0.7213872919656417,0.43636053324642904,-6.01320142278368,1.1994733336377157,-0.19947333363771572,-5.029895456677307,-1253880.0,1.9664647508500301,0.41007410929316046,non-profit
ASPIRUS WAUSAU HOSPITAL (520030),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,137177385.0,12895.0,50735972.0,55411.0,1664.05,1.0,2010-07-01 00:00:00,380733012.0,80408611.0,74502785.0,7406681.0,,175.0,0.374641,103046398.0,249384545.0,332176101.0,13829727.0,5644742.0,,13840277.0,4703000.0,6622101.0,1061820.0,34952385.0,,78840.0,216.0,,13883092.0,26090543.0,33636076.0,WI,,100049193.0,665663168.0,46812913.0,24101529.0,16.05,6445042.0,22220.0,2011-06-30,41.0,2010,2010,243555627.0,9029420.926089,38339076.0,0.078544311049036,22449470.0,0.0675830378296842,2.8624425200168746,4.249583798072721,2.6705654277955566,0.9623399376036857,0.5632281491078012,0.360298110950253,0.639701889049747,,243555627.0,0.8724646682331817,4.458572937910978,non-profit
ATHENS LIMESTONE (010079),General Short Term (Acute Care Hospitals),Governmental-City-County,,43724214.0,3878.0,12358508.0,15271.0,432.46,1.0,2010-07-01 00:00:00,46070107.0,18405262.0,9797907.0,8147029.0,,93.0,0.277242,18209952.0,42152608.0,46017139.0,3889172.0,497107.0,,4115456.0,,1415446.0,507265.0,5841245.0,,36865.0,101.0,,2837919.0,3606567.0,2083884.0,AL,,20646787.0,152042548.0,11386968.0,17117414.0,,1341783.0,7588.0,2011-06-30,8.0,2010,2010,2345893.0,4745666.092188,2083884.0,0.07837442914475844,1311039.0,0.02849023273698089,3.5346551976505007,2.651550825209352,3.362710346852426,0.35675339760616104,18.63862247766629,0.9490799315920843,0.05092006840791579,,2345893.0,0.9988502739965418,4.6966294944420275,govt
ATLANTIC GENERAL HOSPITAL (210061),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,40042548.0,4006.0,25584453.0,14906.0,562.0,2.0,2010-07-01 00:00:00,79972060.0,28379941.0,15176538.0,1212500.0,,47.0,0.698209,37563233.0,61546470.0,87145302.0,9184741.0,1661425.0,,14439335.0,1593397.0,919695.0,1677816.0,13503367.0,,19345.0,53.0,,3623088.0,2815358.0,17570358.0,MD,,33977091.0,88149062.0,23212938.0,1330300.0,,919695.0,10419.0,2011-06-30,6.0,2010,2010,39929512.0,928827.4327,19163755.0,0.03230648050310274,-340330.0,-0.0039053166629682457,2.516193998133947,2.6335842016291195,2.268904488784168,1.3011834752028884,1.0028308885918766,0.5007067218225966,0.49929327817740343,,39929512.0,1.0896968516254302,5.7421067966884145,non-profit
AUDUBON COUNTY MEMORIAL HOSPITAL (161330),General Short Term (Critical Access Hospitals),Governmental-County,,1460627.0,146.0,,906.0,79.13,2.0,2010-07-01 00:00:00,18835375.0,,1162452.0,388718.0,,25.0,0.832556,3691105.0,8801574.0,9357039.0,2540953.0,300317.0,,2356284.0,6274262.0,78759.0,199578.0,1460627.0,266785.0,9125.0,25.0,,829990.0,581642.0,2079380.0,IA,,10650277.0,10571746.0,,593779.0,,300804.0,782.0,2011-06-30,,2010,2010,17374748.0,494354.269124,8353642.0,0.06216090367903778,-170769.0,-0.018250324702077228,7.291578890435409,2.8003446465113955,6.949332033434956,1.423621499534104,0.08406608256994576,0.07754700928439173,0.9224529907156083,,17374748.0,0.4967800747264124,8.049398168698579,govt
AUSTIN STATE HOSPITAL (454084),Psychiatric,Governmental-Other,,3144163.0,488.0,,7024.0,14.0,1.0,2010-09-01 00:00:00,-89294260.0,,948.0,,,174.0,,34065230.0,56741663.0,-11146880.0,862.0,520694.0,,861.0,38387.0,,,3144163.0,,63510.0,174.0,,922378.0,-130283503.0,6394.0,TX,,-102048430.0,8231454.0,,,,,7023.0,2011-08-31,,2010,2010,-3144163.0,,44781.0,-inf,-63956781.0,-inf,0.0,-41.43428982530486,,0.0020336095806737756,-1.0,inf,-inf,,-3144163.0,,0.0,govt
