Hospital,Hospital type,Control type,FTE Employees on Payroll,Number of Interns & Residents,BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),Total Liabilities,Net Revenue from Medicaid,HVBP payment adjustment amount,HAC reduction adjustment amount,BALANCE SHEET: Total Assets (G_C1THRU4_36),REIMBURSEMENT SETTLEMENT: Payment to cost ratio,REIMBURSEMENT SETTLEMENT: Subtotal,Total Costs,BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),IPPS Interim payment,Total Bad Debt expense,STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Total Salaries,Cost To Charge Ratio,Total Charges,State,REIMBURSEMENT SETTLEMENT: Interim payments,"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",Medicaid charges,IPPS Payment amount (unadjusted),Total Inpatient Days,BED DAYS: Total Hospital,BALANCE SHEET: Inventory (G_C1THRU4_7),BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),Total cost of charity care,Total Days Title XVIII,Urban (1) and Rural (2) Indicator,Cost of Uncompensated Care,"ADJUSTED SALARIES, Subtotal Salaries",Fiscal Year Begin Date,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),Total discharges,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),"Donations, Land Improvements",NUMBER OF BEDS: Adults & Pediatrics,NUMBER OF BEDS: ICU,Fiscal Year End Date,NUMBER OF BEDS: Total Hospital,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
JANE PHILLIPS MEDICAL CENTER (370018),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.46,380.7,19203022.0,25248804.0,,69971.0,,64780873.0,,12921535.0,107502689.0,157981.0,18535512.0,,8095763.0,35487572.0,,516620832.0,OK,12656455.0,5135170.0,,20264114.0,14329.0,29565.0,3213137.0,81529296.0,,,5414.0,2.0,,36209012.0,2024-07-01 00:00:00,132640349.0,4425.0,,,73.0,,2025-06-30,81.0,23672313.0,116649.0,2024,2024,39532069.0,,157981.0,0.061035447064452464,-3958213.0,-0.029841696209650354,1.2327389407771339,4.676932620292785,1.0593398789003106,0.00822688220635273,0.6386916910420246,0.3897570815385585,0.6102429184614415,,39532069.0,2.047523333006025,1.6269041376243454,non-profit
JANE TODD CRAWFORD HOSPITAL (181325),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,188.8,38225335.0,38225335.0,,,,209469490.0,,2248192.0,35607338.0,160865516.0,,,20909654.0,21616030.0,,30744171.0,KY,2086196.0,2277951.0,,,6848.0,9125.0,713839.0,4292723.0,,,950.0,2.0,,,2024-07-01 00:00:00,34348656.0,43.0,,,25.0,,2025-06-30,25.0,169544693.0,385801.0,2024,2024,171244155.0,,160865516.0,0.6087473699116496,14995246.0,0.4365599049930804,4.435401102436382,4.867658923067646,4.40663379405308,4.2083481021160445,0.22322125388746844,0.18248640887988032,0.8175135911201197,,171244155.0,0.16397927927355913,8.001600848692076,non-profit
JASPER GENERAL HOSPITAL (250018),General Short Term (Acute Care Hospitals),Governmental-County,,81.27,1647637.0,1647637.0,,,,32038419.0,,79324.0,16500841.0,2151850.0,44131.0,,1149172.0,9631757.0,,19517038.0,MS,59728.0,112341.0,,42149.0,1981.0,7320.0,121748.0,3753985.0,,,1758.0,2.0,,3075689.0,2023-10-01 00:00:00,16280732.0,4.0,,,20.0,,2024-09-30,20.0,27837205.0,143666.0,2023,2024,30390782.0,,2151850.0,0.07058478697395179,-1627955.0,-0.0999927398841772,16.895229349668647,4.281894009420764,16.734141682907097,1.3060218968134365,0.05421502480587699,0.05142691341916716,0.9485730865808328,,30390782.0,0.5081627779448168,4.3369198331905965,govt
JASPER MEMORIAL HOSPITAL (111303),General Short Term (Critical Access Hospitals),Governmental-County,,83.1,1915416.0,2035790.0,,,,14265519.0,,527758.0,13391932.0,909004.0,,,-1116496.0,9048118.0,,17407377.0,GA,521461.0,494272.0,,,1299.0,4392.0,208789.0,3144327.0,,,333.0,1.0,,,2023-10-01 00:00:00,13772473.0,18.0,,,12.0,,2024-09-30,12.0,6416650.0,,2023,2024,12229729.0,,909004.0,-0.08106721283824626,-2663510.0,-0.19339373546058142,3.3500033413107126,1.5332622260647295,,0.47457262547665885,0.1664623966728944,0.1427070406621729,0.8572929593378271,,12229729.0,0.9654379206252502,4.380102005930045,govt
JASPER MEMORIAL HOSPITAL (450573),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,114.37,1942682.0,2413066.0,,,,14836903.0,,1627550.0,30548157.0,2831.0,2516196.0,,7161178.0,9944584.0,,163905023.0,TX,1595001.0,1995086.0,,2227514.0,1541.0,14600.0,451018.0,23926656.0,,,497.0,2.0,,11625171.0,2024-07-01 00:00:00,39092991.0,522.0,,,40.0,,2025-06-30,40.0,6155188.0,400807.0,2024,2024,12423837.0,,2831.0,0.18318316958658906,7036653.0,0.17999781597678213,3.168397092267288,16.003990874471477,2.7299182264518844,0.001457263720979553,0.1942287233807076,0.16263946727966072,0.8373605327203393,,12423837.0,2.634848458603524,1.6338677247668876,non-profit
JAVON BEA HOSPITAL (140239),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,69.98,1129.76,32731599.0,523280437.0,,-152950.0,297404.0,690564980.0,,16560843.0,317696516.0,46335935.0,38093835.0,,32502718.0,97505680.0,,1523851606.0,IL,16460854.0,27010619.0,,42311126.0,46510.0,67890.0,11893244.0,164961571.0,,,9647.0,1.0,,83881229.0,2024-07-01 00:00:00,393566115.0,7570.0,,,100.0,34.0,2025-06-30,186.0,91056131.0,549066.0,2024,2024,167284543.0,,46335935.0,0.08258515345001183,-9103598.0,-0.023131051310146453,2.781902925060276,6.669002818957913,2.4017714808249973,1.4156331012120733,3.128086000151251,0.7577569847228569,0.24224301527714306,,167284543.0,0.5699190176136647,2.385804842995827,non-profit
JAY HOSPITAL (100048),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,85.38,5117104.0,5528432.0,,,,5620601.0,,210620.0,6363858.0,483295.0,593062.0,,-2205188.0,3109570.0,,30729314.0,FL,204803.0,184367.0,,542871.0,1577.0,2888.0,55210.0,5012982.0,,,569.0,2.0,,2680592.0,2023-10-01 00:00:00,4666874.0,191.0,,,19.0,,2024-02-29,19.0,3260089.0,31359.0,2023,2024,92169.0,,483295.0,-0.47251929235715384,-2423492.0,-0.5192966426777325,0.6370964905149475,0.6380442922402985,0.6201789136980604,0.09444697625844618,59.98146882357409,0.9836015757033811,0.016398424296618815,,92169.0,0.8303158327730433,0.9309576615276097,non-profit
JAY HOSPITAL (101315),General Short Term,Voluntary Nonprofit-Other,,94.55,3467804.0,4477376.0,,,,6268665.0,,192618.0,10110508.0,589122.0,,,-1191085.0,5061013.0,,38781718.0,FL,696748.0,267297.0,,,2920.0,4066.0,16587.0,4760747.0,,,1005.0,2.0,,,2024-03-01 00:00:00,9368136.0,280.0,,,19.0,,2024-09-30,19.0,3506969.0,42416.0,2024,2024,1791289.0,,589122.0,-0.12714215506692048,-1601713.0,-0.1709745674059386,1.0112938908888738,1.1974185968987867,0.9942793768044561,0.16988330366998827,2.4995274352714723,0.7142471323639085,0.2857528676360916,,1791289.0,1.4944387680630564,1.9677869880504046,non-profit
JEFF ANDERSON REGIONAL MEDICAL CENTE (250104),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1.26,1147.49,121184044.0,133961249.0,,-299762.0,294285.0,124537303.0,,21824179.0,198926162.0,9063909.0,25635092.0,,-18790614.0,89252029.0,,726681326.0,MS,21379664.0,1975637.0,,29870203.0,37905.0,98820.0,4845672.0,93308002.0,,,12583.0,2.0,,69975772.0,2023-10-01 00:00:00,240901882.0,8012.0,,,231.0,27.0,2024-09-30,270.0,53832097.0,2760054.0,2023,2024,-9423946.0,,9063909.0,-0.07800110918187016,-59298002.0,-0.24615001554865396,0.4442176975047969,0.689705461553998,0.38145592005495377,0.07479457444083976,-14.214984784505344,1.0756716724466082,-0.07567167244660823,,-9423946.0,1.9343752931601546,2.5817923097313775,non-profit
JEFF DAVIS (111333),General Short Term (Critical Access Hospitals),Governmental-County,,164.17,6762480.0,12178600.0,,,,28897709.0,,765086.0,23559696.0,6184740.0,,,-1167058.0,11715559.0,,81037008.0,GA,999947.0,882158.0,,,2288.0,9150.0,793641.0,10393535.0,,,749.0,2.0,,,2023-10-01 00:00:00,25237519.0,319.0,,,21.0,4.0,2024-09-30,25.0,11127209.0,301514.0,2023,2024,16719109.0,,6184740.0,-0.04624297657784824,-2868439.0,-0.11365772523043965,1.6454331842755912,2.2789297713264958,1.4834874188167655,0.9145668452993576,0.7284239847948835,0.4214382531154978,0.5785617468845021,,16719109.0,0.8733397862093497,2.428193968654553,govt
JEFFERSON COMMUNITY HEALTH CENTER (281319),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,136.44,4663013.0,19476488.0,,,,51704257.0,,5388076.0,30536168.0,3674963.0,,,3155886.0,15935221.0,,43148533.0,NE,5502702.0,2770325.0,,,1025.0,6222.0,586307.0,5482899.0,443628.0,,706.0,2.0,,,2023-10-01 00:00:00,30627172.0,172.0,,,17.0,,2024-09-30,17.0,13982299.0,681175.0,2023,2024,32227769.0,,3674963.0,0.10304203078233928,-2725931.0,-0.08900367947781793,2.9985545826271554,2.3867767471375267,2.7267384843233335,0.7881091045639376,0.6043386993372082,0.3766902210779279,0.6233097789220722,0.10007032919473072,32227769.0,0.5923530048986102,5.585944953572918,non-profit
JEFFERSON COUNTY HOSPITAL (161364),General Short Term (Critical Access Hospitals),Governmental-County,,239.71,7757857.0,24206834.0,,,,73926882.0,,6087506.0,59228278.0,26829616.0,,,13388340.0,25617088.0,,116829268.0,IA,6553138.0,2953135.0,,,2612.0,9125.0,1419733.0,17053846.0,312021.0,,1416.0,2.0,,,2024-07-01 00:00:00,74770431.0,425.0,,,25.0,,2025-06-30,25.0,40879001.0,774846.0,2024,2024,49720048.0,,26829616.0,0.17905928615016276,7744568.0,0.10357795048687093,5.26936768749411,7.382425584797451,4.98648299395052,3.458379807722674,0.48686264341498625,0.32744291853131313,0.6725570814686869,34.285201957560545,49720048.0,1.0114105853943631,4.38437353075664,govt
JEFFERSON COUNTY HOSPITAL (250780),Not given,Governmental-County,,,,,,,,,,4502462.0,5089701.0,,,,-6078040.0,3304293.0,,4926376.0,MS,4412387.0,,,,,,,,,,,2.0,,,2023-10-01 00:00:00,,,,,,,2024-09-30,,,,2023,2024,,,0.0,,,,,,,,,,,,,,,govt
JEFFERSON COUNTY HOSPITAL (371311),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,54.19,3275576.0,3275576.0,,,,41167501.0,,828939.0,45919716.0,671712.0,,,7600612.0,21605228.0,,57999077.0,OK,1069690.0,377662.0,,,2079.0,9125.0,135215.0,7402658.0,,,1406.0,2.0,,,2024-07-01 00:00:00,44756410.0,17.0,,,25.0,,2025-06-30,25.0,29206945.0,112932.0,2024,2024,37891925.0,,671712.0,0.16982175290645518,5525553.0,0.12345836048959244,8.916582915493336,4.785412397697382,8.840826163093148,0.2050668340468974,0.08644522546690357,0.0795670351717487,0.9204329648282513,,37891925.0,1.0871782088497428,6.045991858599979,non-profit
JEFFERSON DAVIS GENERAL HOSPITAL (251326),General Short Term (Critical Access Hospitals),Governmental-County,,43.57,12170717.0,12170717.0,,,,2318777.0,,598025.0,15412632.0,13998.0,,,-364990.0,5593988.0,,21306346.0,MS,532479.0,250034.0,,,1030.0,9150.0,82613.0,4583479.0,,,936.0,2.0,,,2023-10-01 00:00:00,13556075.0,49.0,,,25.0,,2024-09-30,25.0,1166686.0,171268.0,2023,2024,-9851940.0,,13998.0,-0.02692446006679662,-1495545.0,-0.11032286262800996,0.09586008778283153,0.3477598731446964,0.07500010065142423,0.0011501376623908024,-1.2353624768319742,5.2487656208423665,-4.2487656208423665,,-9851940.0,5.846217639729909,2.9575950931595845,govt
JEFFERSON GENERAL HOSPITAL (501323),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,599.78,33676202.0,153074782.0,,,,239670188.0,,23719801.0,151701008.0,114262406.0,,,9791469.0,88859204.0,,362076369.0,WA,24896936.0,6307934.0,,,4660.0,9150.0,3549216.0,58165513.0,7064650.0,,2708.0,2.0,,,2024-01-01 00:00:00,182867416.0,1265.0,,,19.0,6.0,2024-12-31,25.0,147822480.0,2122449.0,2024,2024,86595406.0,,114262406.0,0.05354408791996055,-8523541.0,-0.04661049620780992,4.389523497928893,5.4109245454698245,4.221105901431521,3.392971867789604,1.7677009563301775,0.6386892891326141,0.3613107108673858,-0.31361879215530847,86595406.0,0.7629960886082335,3.1439147798799607,govt
JEFFERSON HOSPITAL (110100),General Short Term (Acute Care Hospitals),Governmental-City-County,,115.83,3550749.0,8361214.0,,,,15786149.0,,409074.0,19506644.0,692046.0,386674.0,,-1344261.0,9034067.0,,38811136.0,GA,435898.0,2021455.0,,521056.0,719.0,13542.0,171430.0,9094983.0,,,248.0,2.0,,5630144.0,2024-01-01 00:00:00,14651965.0,210.0,,,37.0,,2024-12-31,37.0,3784136.0,77288.0,2024,2024,7424935.0,,692046.0,-0.09174612415467823,-5908068.0,-0.4032270074355214,1.0657289490189252,2.377742836793026,0.9956823194204941,0.194901413758055,1.1260992857176528,0.5296550792723419,0.47034492072765816,,7424935.0,0.9281532183688371,1.6109942151623593,govt
JEFFERSON MEMORIAL HOSPITAL (440056),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,236.6,3775139.0,10216964.0,,-6706.0,,49247755.0,,3725159.0,54061973.0,1050.0,3631038.0,,1797900.0,16985205.0,,500818417.0,TN,3707727.0,3838168.0,,4750609.0,7339.0,20496.0,2855959.0,16746578.0,,,1715.0,1.0,,18007643.0,2023-10-01 00:00:00,59228100.0,2143.0,,,50.0,6.0,2024-09-30,56.0,13464488.0,512704.0,2023,2024,39030791.0,,1050.0,0.030355523813865377,1642023.0,0.02772371560120956,3.5666204608625005,4.912541763362886,2.674292257847989,0.0002781354540852668,0.26176676767836965,0.20746050251427706,0.7925394974857229,,39030791.0,1.202655836799058,3.5367285185068855,for-profit
JEFFERSON MEMORIAL HOSPITAL (511319),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,10.52,288.5,11997446.0,17244638.0,,,,124035909.0,,4221922.0,69669520.0,22174608.0,,,10839245.0,20896839.0,,188465057.0,WV,3626461.0,3122742.0,,,4741.0,9150.0,1186067.0,21490358.0,,,1465.0,2.0,,,2024-01-01 00:00:00,91318461.0,1337.0,,,20.0,5.0,2024-12-31,25.0,41180943.0,3709902.0,2024,2024,106791271.0,,22174608.0,0.11869719311191633,5145817.0,0.05635023787796862,3.432475795265092,4.54298448186389,3.0243915246628323,1.8482773750346533,0.16147984604472027,0.13902939994578506,0.860970600054215,,106791271.0,0.7362259988758578,4.249275931094307,non-profit
JEFFERSON REGIONAL MEDICAL CENTER (040071),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,25.82,1235.68,34625779.0,67239962.0,,-91455.0,271034.0,248621642.0,,16187059.0,173948292.0,5511281.0,26498017.0,,-2731315.0,104178359.0,,772289254.0,AR,14939296.0,11021260.0,,28542681.0,31565.0,89425.0,7907299.0,23423294.0,1299237.0,,8773.0,2.0,,81936807.0,2024-07-01 00:00:00,258405842.0,6551.0,,,211.0,34.0,2025-06-30,245.0,49676293.0,3671067.0,2024,2024,181381680.0,,5511281.0,-0.01056986552184838,-6470836.0,-0.0250413688402602,1.4346621053637523,0.8376491688461363,1.1002763865615846,0.15916698942715485,0.3707097762023155,0.2704509609827128,0.7295490390172872,3.502381782538521,181381680.0,1.039353774358871,11.032002672211688,non-profit
JEFFERSON REGIONAL MEDICAL CENTER (390265),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,1426.86,-50523577.0,9475094.0,,147404.0,62708.0,451650963.0,,13742572.0,338973673.0,15785462.0,23614358.0,,16029241.0,99998126.0,,2397527742.0,PA,13467532.0,13304592.0,,26416839.0,58134.0,104025.0,6885569.0,54591077.0,,,8797.0,1.0,,95917477.0,2024-07-01 00:00:00,338591362.0,12485.0,,,255.0,20.0,2025-06-30,285.0,72010354.0,897762.0,2024,2024,442175869.0,,15785462.0,0.04734096258486358,-5731331.0,-0.016926985278496266,inf,inf,inf,inf,0.021428338053427334,0.020978797293076955,0.979021202706923,,442175869.0,0.7496748368496228,6.20232061001471,non-profit
JEFFERSON REGIONAL REHABILITATION AN (043038),Rehabilitation,Proprietary-Partnership,,8.0,9517050.0,43304389.0,,,,50010816.0,,,10377469.0,3173290.0,,,-4933063.0,4665870.0,,16624541.0,AR,,260257.0,,,2359.0,7560.0,94134.0,3905971.0,,,1490.0,1.0,,3177331.0,2024-06-26 00:00:00,6051564.0,242.0,,,40.0,,2024-12-31,40.0,7298660.0,429751.0,2024,2024,6706427.0,,3173290.0,-0.8151715820901836,-4933063.0,-0.8151715820901836,0.7669036098370818,0.2255108463231779,0.7118566152326614,0.3334321034354133,6.457147598863001,0.8659004684106734,0.1340995315893266,,6706427.0,0.12100510417586467,1.5493110419918632,for-profit
JENKINS COUNTY MEDICAL CENTER (111311),General Short Term (Critical Access Hospitals),Governmental-County,,63.06,3848047.0,3848047.0,,,,12793641.0,,403308.0,10810627.0,1676321.0,,,830281.0,5307612.0,,26119843.0,GA,306153.0,226010.0,,,611.0,5490.0,108862.0,3439184.0,,,175.0,2.0,,,2024-01-01 00:00:00,11515183.0,60.0,,,15.0,,2024-12-31,15.0,2852136.0,32601.0,2024,2024,8945594.0,,1676321.0,0.07210315285480048,-122510.0,-0.010638997226531267,0.7411905311967344,1.5451438093141794,0.7044282463285921,0.4356290346765515,0.43016114972353986,0.30077809749390344,0.6992219025060966,,8945594.0,0.900070824247765,3.34823115017981,govt
JENNIE EDMUNDSON MEMORIAL (160047),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.86,590.04,8724000.0,19144000.0,,75876.0,56339.0,192595000.0,,11030763.0,127389837.0,6359000.0,17767305.0,,17508000.0,60573798.0,,457991278.0,IA,10846431.0,1014689.0,,20135132.0,28115.0,42822.0,2005000.0,27401000.0,,,7841.0,1.0,,59289812.0,2024-01-01 00:00:00,156698000.0,7559.0,,,104.0,13.0,2024-12-31,117.0,111200000.0,520000.0,2024,2024,173451000.0,,6359000.0,0.11173084532029764,4782462.0,0.03052024914166103,12.746446584135718,5.933913571756075,12.457015130674003,0.7289087574507107,0.11037122876201348,0.09940029595783899,0.900599704042161,,173451000.0,0.8136140605934733,5.718696397941681,non-profit
JENNIE M. MELHAM MEMORIAL MED CENTER (281365),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,91.34,2238951.0,2497809.0,,,,59894186.0,,4705713.0,18927156.0,2692052.0,,,2850156.0,7916506.0,,25737832.0,NE,5004531.0,1500057.0,,,1087.0,8418.0,482881.0,2986413.0,,,744.0,2.0,,,2023-10-01 00:00:00,20583392.0,228.0,,,23.0,,2024-09-30,23.0,6723410.0,439806.0,2023,2024,57396377.0,,2692052.0,0.13846872274501695,-305373.0,-0.014835892937373977,3.002928603618391,3.809591634653907,2.5908217732321965,1.2023720036749352,0.04351858306317836,0.04170369725034747,0.9582963027496525,,57396377.0,0.3436626052485295,6.892346102163365,non-profit
JENNIE STUART MEDICAL CENTER (180051),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,855.79,28466804.0,142744662.0,,-104018.0,93399.0,306963922.0,,11809822.0,157124998.0,24975588.0,8285661.0,,2780774.0,85335326.0,,678084467.0,KY,11766599.0,8467712.0,,9499964.0,14088.0,38796.0,2825022.0,125727662.0,3939733.0,,3554.0,2.0,,55160211.0,2024-01-01 00:00:00,221643561.0,3284.0,101005897.0,,82.0,24.0,2024-12-31,106.0,156803020.0,3488009.0,2024,2024,164219260.0,,125981485.0,0.012546152874704987,895349.0,0.004039589492067401,5.508276236419094,5.391684433559876,5.2865080674318055,0.8773583434234485,0.8692321594921326,0.465020974028342,0.534979025971658,2.3765724733122777,164219260.0,0.7220508506533873,1.7628862055829846,non-profit
JEROLD PHELPS COMMUNITY HOSPITAL (051309),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,90.86,895702.0,2523997.0,,,,6720250.0,,3201202.0,25658943.0,-3164630.0,,,3903345.0,13747109.0,,24952085.0,CA,2677064.0,754326.0,,,1135.0,3285.0,-1126.0,13269709.0,244803.0,,769.0,2.0,,,2024-07-01 00:00:00,19004712.0,21.0,,,9.0,,2025-06-30,9.0,1959720.0,246199.0,2024,2024,4196253.0,,0.0,0.2053882742343057,-14680210.0,-0.772451063715146,2.1879151771459706,19.172731555807623,1.9130480896548183,0.0,0.6014882801394482,0.37558081916595365,0.6244191808340464,-56.88608391237035,4196253.0,2.8279769353818685,1.4321875483478952,govt
JERSEY CITY MEDICAL CENTER (310074),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,96.46,2127.7,85948993.0,425453331.0,,-278012.0,534434.0,688457927.0,,14202914.0,497177498.0,16285.0,52374396.0,,73379556.0,196260461.0,,2842459999.0,NJ,12600940.0,32267048.0,,56580752.0,82070.0,113460.0,9764703.0,82886798.0,8687671.0,,12702.0,1.0,,171148542.0,2024-01-01 00:00:00,619731790.0,18713.0,,,196.0,57.0,2024-12-31,310.0,165358768.0,5022243.0,2024,2024,263004596.0,,16285.0,0.11840534435065853,38412782.0,0.06198291360848215,1.9239174564849177,1.81831844149704,1.7518741842618215,0.00018947284234034016,1.6176650046069918,0.6179801471005504,0.38201985289944956,8.13564763214445,263004596.0,0.9001738024871344,7.476845588847575,non-profit
JERSEY COMMUNITY HOSPITAL DIST (140059),General Short Term (Acute Care Hospitals),Governmental-Hospital District,,252.02,,,,-10369.0,,,,5330973.0,42588483.0,,3067129.0,,-59296694.0,26000402.0,,155518523.0,IL,5280034.0,1937037.0,,2760198.0,2058.0,16790.0,,,,,950.0,1.0,,17515730.0,2024-07-01 00:00:00,,642.0,,,42.0,4.0,2025-06-30,46.0,,,2024,2024,,,0.0,,,,,,,,,,,,,,,govt
JERSEY SHORE HOSPITAL (391300),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,186.55,12592292.0,31309351.0,,,,40571719.0,,-90908.0,40626843.0,13724766.0,,,10252693.0,15855908.0,,195122272.0,PA,81420.0,2407398.0,,,3947.0,9061.0,566571.0,17370926.0,827222.0,,582.0,1.0,,15861535.0,2024-07-01 00:00:00,51519876.0,412.0,,,21.0,4.0,2025-06-30,25.0,21552397.0,131875.0,2024,2024,9262368.0,,13724766.0,0.19900461328750094,6853058.0,0.1330177502756412,1.7115547352300915,3.2836266026867866,1.6560885818086175,1.0899339055987582,3.380275000950081,0.7717038314299672,0.22829616857003274,11.194644243020615,9262368.0,1.2698470084543374,2.9658681408233503,non-profit
JERSEY SHORE UNIVERSITY MED CTR (310073),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,203.5,4446.32,813970812.0,1059321166.0,,-855499.0,,5814090852.0,,85605122.0,1111093026.0,2673670.0,201564053.0,,64043751.0,493056156.0,,5808273611.0,NJ,81095054.0,52590210.0,,216844351.0,180177.0,218868.0,216122453.0,850556071.0,19195490.0,,63173.0,1.0,,373717436.0,2024-01-01 00:00:00,1502003448.0,30218.0,,,492.0,26.0,2024-12-31,598.0,1374701416.0,80754977.0,2024,2024,4754769686.0,,2673670.0,0.04263888414189579,61439246.0,0.04090486348870219,1.6888829374879353,1.126912020034448,1.3241555718093734,0.0032847246616012566,0.222791267707262,0.18219893582082608,0.817801064179174,5.940429548815894,4754769686.0,0.25833848941031307,1.7659076211567009,non-profit
JEWELL COUNTY HOSPITAL (171309),General Short Term (Critical Access Hospitals),Governmental-County,,59.12,1011799.0,8379309.0,,,,14475834.0,,1180087.0,8733133.0,636821.0,,,29008.0,4493291.0,,5100031.0,KS,1193612.0,599756.0,,,6599.0,9150.0,56393.0,1772006.0,,,261.0,2.0,,,2024-01-01 00:00:00,7891588.0,55.0,,,25.0,,2024-12-31,25.0,2580732.0,115512.0,2024,2024,6096525.0,,636821.0,0.0036758127768454205,-1467192.0,-0.18591847420316418,2.5506370336400805,2.409406413724465,2.380736687820407,0.6293947710958402,1.3744401933888568,0.5788480995291877,0.42115190047081225,,6096525.0,0.5451560165721713,4.453477019829504,govt
JEWISH HOME FOR THE AGED (054089),Psychiatric,Voluntary Nonprofit-Other,,249.0,18029227.0,142270405.0,,,,245702473.0,,,97067023.0,11153062.0,,,-11505594.0,63491824.0,,158583662.0,CA,,5205031.0,,,3760.0,4745.0,264095.0,15375450.0,345118.0,,1516.0,1.0,,,2024-07-01 00:00:00,95769230.0,168.0,,,13.0,,2025-06-30,13.0,41352255.0,2299404.0,2024,2024,103432068.0,,11153062.0,-0.12013873349509023,-41939936.0,-0.43792704608776745,2.293623292889928,0.8332535831957743,2.151437551926103,0.6186101045818548,1.37549608889189,0.5790352993313177,0.4209647006686823,-106.44157940182778,103432068.0,0.3897772327265098,6.228710704402148,non-profit
JEWISH HOSPITAL OF CINCINNATI (360016),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,68.96,1025.33,40364638.0,141910386.0,,-328.0,,293708557.0,,12067138.0,307574000.0,-23959.0,52831426.0,,7563887.0,94228959.0,,1671673616.0,OH,11958300.0,5696576.0,,56780426.0,54408.0,62220.0,12012238.0,133423822.0,,,11721.0,1.0,,89619919.0,2024-01-01 00:00:00,350683282.0,12324.0,,,117.0,53.0,2024-12-31,170.0,59633706.0,2507813.0,2024,2024,151798171.0,,0.0,0.021568997976926657,1527219.0,0.004354980914088742,1.477374973609326,3.4928520602612614,1.117652906982592,0.0,0.9348622915884803,0.48316735286673995,0.51683264713326,,151798171.0,1.1939838783791377,2.6283408520556395,non-profit
JFK UNIVERSITY MEDICAL CENTER (310108),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,69.36,3547.76,813970812.0,1059321165.0,,-529866.0,,5814090853.0,,36230390.0,773928598.0,2673670.0,87651948.0,,9619382.0,377541317.0,,3739504721.0,NJ,33942881.0,33393376.0,,94125624.0,106455.0,129198.0,216122453.0,850556071.0,6453815.0,,31642.0,1.0,,249646372.0,2024-01-01 00:00:00,864449077.0,21861.0,,,309.0,,2024-12-31,353.0,1374701416.0,80754977.0,2024,2024,4754769688.0,,2673670.0,0.011127760160706377,-113858318.0,-0.13171200135366679,1.6888829374879353,1.0600492183250423,1.3241555718093734,0.0032847246616012566,0.2227912674032341,0.18219893561749267,0.8178010643825073,-12.46781043460341,4754769688.0,0.1486817283830291,1.0163340272013648,non-profit
