Hospital,Hospital type,Control type,Fiscal Year Begin Date,HVBP payment adjustment amount,STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Total Bad Debt expense,IPPS Payment amount (unadjusted),Fiscal Year End Date,IPPS Interim payment,State,BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),"ADJUSTED SALARIES, Subtotal Salaries",Urban (1) and Rural (2) Indicator,BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),Total Days Title XVIII,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),Cost of Uncompensated Care,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,Total cost of charity care,Medicaid charges,Net Revenue from Medicaid,Total Salaries,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: Total Hospital,Total Charges,BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),HAC reduction adjustment amount,NUMBER OF BEDS: Adults & Pediatrics,BED DAYS: Total Hospital,TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),REIMBURSEMENT SETTLEMENT: Interim payments,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),BALANCE SHEET: Inventory (G_C1THRU4_7),Total Costs,Number of Interns & Residents,Cost To Charge Ratio,Total Liabilities,Total discharges,FTE Employees on Payroll,"Donations, Land Improvements",BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),NUMBER OF BEDS: ICU,BALANCE SHEET: Total Assets (G_C1THRU4_36),Total Inpatient Days,Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
MOUNT CARMEL REHABILITATION HOSPITAL (363042),Rehabilitation,Proprietary-Partnership,2019-07-01 00:00:00,,2095576.0,,,2020-06-30,,OH,26508.0,10835218.0,1.0,4228127.0,5680.0,,,,,,,10954311.0,,60.0,34161731.0,2284390.0,,60.0,21960.0,3817.0,1535291.0,21876892.0,,5653637.0,98328.0,19687419.0,137.07,,8962830.0,1056.0,,,2128536.0,,34688501.0,14601.0,2019,2019,25725671.0,,2284390.0,0.09578947503146241,2038621.0,0.09318604306315541,2.6561152829926296,4.044137848737348,2.5974665215904267,1.0732212187155867,0.3484002419217753,0.25838043563773483,0.7416195643622652,936.3143830233167,25725671.0,0.6306669752031083,5.1741331327086435,for-profit
MOUNT DESERT ISLAND HOSPITAL (201304),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,2019-05-01 00:00:00,,1830547.0,5236098.0,,2020-04-30,,ME,561238.0,,2.0,6548254.0,2131.0,,3762775.0,,376300.0,5445699.0,4122765.0,31613097.0,8056122.0,25.0,76966729.0,16037261.0,,25.0,9150.0,488153.0,2192551.0,60612059.0,8205042.0,24054930.0,531470.0,49936064.0,373.53,0.648801,36795473.0,709.0,,,16038584.0,,65183877.0,4271.0,2019,2019,28388404.0,3533174.956899,16037261.0,0.03020103639772409,-4631432.0,-0.07641106532942561,1.4998163179492654,1.5382937172009699,1.431686363334818,0.9999175114212078,1.296144475046924,0.5644873348052004,0.43551266519479964,-4.9961405542934285,28388404.0,0.9298627481148444,9.256216848033079,non-profit
MOUNT NITTANY MEDICAL CENTER (390268),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-07-01 00:00:00,41379.0,-26624654.0,13783585.0,41468047.0,2020-06-30,38538855.0,PA,5291450.0,133390303.0,2.0,,12097.0,11967349.0,7588317.0,,3199389.0,86659401.0,10591722.0,135539536.0,15082316.0,248.0,985301748.0,54212417.0,,248.0,90768.0,9120817.0,24357399.0,369818943.0,14297785.0,111190306.0,10010823.0,311705308.0,1687.4,0.316355,473974442.0,11250.0,17.57,,78801871.0,,853560274.0,40253.0,2019,2019,379585832.0,27415134.803355,66179766.0,-0.07199375398139084,29717023.0,0.08035559984822087,1.4110109898278937,1.4490725987965438,1.2168243188032934,0.6879585003762156,1.248662099696071,0.555291121714036,0.4447088782859639,5.92868182751611,379585832.0,0.4332663483352319,inf,non-profit
MOUNT SINAI BETH ISRAEL (330169),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-01-01 00:00:00,109380.0,-40048004.0,13209670.0,166576588.0,2019-12-31,136498495.0,NY,14516827.0,351712318.0,2.0,68196100.0,45322.0,25206477.0,17365113.0,,14067808.0,1006717231.0,192778466.0,373060937.0,55816276.0,466.0,3585586773.0,159676456.0,,430.0,169997.0,7978928.0,74283045.0,804563845.0,53153555.0,409020292.0,8259432.0,779362899.0,4574.8,0.21736,1087285401.0,21397.0,272.42,,138379356.0,28.0,1325259939.0,129813.0,2019,2019,237974538.0,218820057.33016,184882933.0,-0.04977604232265744,-190982787.0,-0.23737430930667783,2.955789821713002,1.3808878977583912,2.7911969253564095,1.1539037369128962,4.568914851722498,0.8204318028510179,0.17956819714898212,-14.625992614546716,237974538.0,0.6070988953360341,11.797798481144817,non-profit
MOUNT SINAI HOSPITAL (330024),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-01-01 00:00:00,-607104.0,305291000.0,13926654.0,499099586.0,2019-12-31,441556687.0,NY,,973918067.0,1.0,435837000.0,86600.0,282658000.0,30750947.0,,26836945.0,2768916791.0,499232512.0,1116862050.0,154846400.0,1037.0,9992216153.0,439243000.0,3308995.0,912.0,376733.0,22828726.0,151563387.0,2854596182.0,148246643.0,1464636000.0,44964000.0,2321739130.0,11968.76,0.232355,2681992000.0,56862.0,963.22,,499758000.0,76.0,5177172000.0,363965.0,2019,2019,2495180000.0,643371660.972805,721901000.0,0.10694717590006221,-111451214.0,-0.039042725098130886,2.930690454179823,1.9327728660671766,,0.8789113931142674,1.074869147716798,0.5180418962321515,0.48195810376784853,1.757092051479351,2495180000.0,0.551381368438213,6.549687571270911,non-profit
MOUNT SINAI HOSPITAL MEDICAL CENTER (140018),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-07-01 00:00:00,-92005.0,27694983.0,29491256.0,32633421.0,2020-06-30,30205712.0,IL,3408000.0,87789228.0,1.0,57415000.0,8003.0,1876000.0,26166886.0,,20720577.0,631847930.0,180146035.0,103139444.0,6076096.0,236.0,1244650205.0,,229970.0,182.0,86169.0,2800786.0,7764788.0,192875000.0,6657514.0,55421000.0,3189000.0,217515045.0,1361.42,0.17476,290489000.0,9642.0,105.93,,110466000.0,40.0,301058000.0,53677.0,2019,2019,10569000.0,110421744.2468,1876000.0,0.14359032015554116,-129273017.0,-0.6702424731043422,0.5017018811217931,0.770463156084225,0.4419821483533395,0.0,27.485003311571578,0.9648938078376924,0.03510619216230759,-43.38361767018259,10569000.0,0.6406572819855311,3.3593137681790473,non-profit
MOUNT SINAI REHABILITATION HOSPITAL (073025),Rehabilitation,Voluntary Nonprofit-Other,2018-10-01 00:00:00,,3084651.0,,,2019-09-30,,CT,-20440.0,,1.0,7735749.0,5203.0,1323906.0,,,,,,13787395.0,3181.0,60.0,88453076.0,7134214.0,,60.0,21900.0,,233616.0,26902390.0,3122.0,39902071.0,,23042694.0,175.27,,1806969.0,921.0,,,1798033.0,,41499379.0,12105.0,2018,2019,39692410.0,,8458120.0,0.11466085355241672,1493787.0,0.055526181874547206,22.192068221217298,9.985697704102204,,3.9677881329208087,0.04552429545094389,0.04354207324403577,0.9564579267559642,,39692410.0,0.6482600619156252,3.477671005095951,non-profit
MOUNT SINAI ST. LUKES ROOSEVELT HOSPITAL (330046),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-01-01 00:00:00,19922.0,-25196918.0,17173726.0,222785138.0,2019-12-31,193112145.0,NY,1879183.0,468074712.0,2.0,136382718.0,43671.0,,25735948.0,,21547714.0,1335546935.0,212897744.0,531027789.0,44259313.0,659.0,4705858696.0,114485786.0,,541.0,236995.0,,76540652.0,1178744371.0,42857706.0,368470647.0,15395223.0,1043107594.0,5816.53,0.221661,1446058315.0,32957.0,482.47,,351488157.0,57.0,1430536207.0,189884.0,2019,2019,-15522108.0,296038669.15903497,114485786.0,-0.02137606644825284,-155331088.0,-0.13177673787593425,1.0483159664466306,0.6420460590369195,0.999169485531201,0.325717335619931,-93.16120690565998,1.0108505523481657,-0.010850552348165766,,-15522108.0,0.8239877922922086,8.642915966816265,non-profit
MOUNT ST MARYS HOSPITAL (330188),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2019-01-01 00:00:00,31363.0,-8870569.0,2366383.0,9616087.0,2019-12-31,8153465.0,NY,94408.0,40360775.0,1.0,13420618.0,5407.0,,2306762.0,,1173180.0,49154192.0,17150710.0,55600211.0,4207477.0,175.0,189024148.0,13230120.0,72761.0,163.0,63875.0,,3960471.0,86950166.0,4316809.0,25983286.0,2198223.0,94022799.0,706.2,0.497412,46611045.0,4435.0,,,23945308.0,12.0,63281145.0,32639.0,2019,2019,16670100.0,24449884.951104,13230120.0,-0.10201900017074148,-21138919.0,-0.24311533804317292,1.085109700823226,0.7425324827728255,0.9893652234500387,0.5525140875197763,2.7960867061385355,0.7365708221619568,0.2634291778380432,,16670100.0,1.3740295944392282,6.478849632706929,non-profit
MOUNTAIN LAKES MEDICAL CENTER (111336),General Short Term (Critical Access Hospitals),Proprietary-Corporation,2019-01-01 00:00:00,,-3140605.0,4352233.0,,2019-12-31,,GA,32396.0,,2.0,2524238.0,920.0,,1968721.0,,,1682551.0,467958.0,6274343.0,2029316.0,25.0,30860674.0,-43123.0,,25.0,9125.0,,326384.0,10398862.0,2039148.0,4455585.0,185327.0,14123653.0,127.52,0.457659,14785636.0,307.0,,,6812579.0,,7838875.0,1627.0,2019,2019,-6946761.0,770034.608109,0.0,-0.302014297333689,-4668083.0,-0.4489032549907865,0.6540232414185583,-0.09047484073212216,0.6220642725757749,0.0,-2.1284215766167858,1.886193618344469,-0.8861936183444691,,-6946761.0,1.326575816045032,4.119604411311453,for-profit
MOUNTAIN VALLEY REGIONAL REHAB HOSP (033036),Rehabilitation,Proprietary-Corporation,2019-06-01 00:00:00,,890436.0,,,2020-05-31,,AZ,366109.0,,1.0,5196504.0,6843.0,,,,,,,9641771.0,179.0,44.0,27637137.0,-604110.0,,44.0,16104.0,,1276480.0,20798765.0,176.0,3903243.0,84316.0,18035927.0,124.35,,306047911.0,851.0,,,266984840.0,,338645499.0,11628.0,2019,2019,32597588.0,,0.0,0.04281196503734717,-121552.0,-0.005844193152814602,0.014619717733785934,0.022798822584832908,0.012932636924253827,0.0,9.388667376248819,0.9037412630722725,0.09625873692772748,,32597588.0,0.06141751495713811,4.002453380195608,for-profit
MOUNTAIN VIEW HOSPITAL (014006),Psychiatric,Proprietary-Corporation,2019-01-01 00:00:00,,-254494.0,,,2019-12-31,,AL,,4862310.0,1.0,3873949.0,353.0,,,,,,,6376019.0,,68.0,9332158.0,653017.0,,68.0,24820.0,231840.0,176515.0,9740198.0,,1862035.0,,5729756.0,148.32,,5713229.0,786.0,,,416957.0,,5316823.0,7892.0,2019,2019,-396406.0,,653017.0,-0.02612821628472029,-715128.0,-0.07342027338663958,4.465772249896272,10.246792834752744,,1.566149507023506,-14.412569436385928,1.0745569299561035,-0.07455692995610348,-2.323209972394755,-396406.0,1.8319582953955773,2.514281421877263,for-profit
MOUNTAIN VIEW HOSPITAL (130065),General Short Term (Acute Care Hospitals),Proprietary-Partnership,2019-01-01 00:00:00,30704.0,44993787.0,2622542.0,6437903.0,2019-12-31,5741015.0,ID,2399105.0,53121885.0,1.0,99876503.0,1044.0,,1193778.0,,247576.0,61436297.0,22356078.0,56346343.0,40048241.0,41.0,565695176.0,6587088.0,,41.0,14965.0,289898.0,6642835.0,275396559.0,39778803.0,114539394.0,9610822.0,205567079.0,977.46,0.363388,46495938.0,2449.0,,,36096146.0,,152790673.0,7221.0,2019,2019,106294735.0,22325213.094235998,6587088.0,0.1633781742349221,35040073.0,0.12723497028152775,3.1731751639080805,4.195749983945655,2.84045468455275,0.18248729379585288,0.437424657016173,0.3043113632989888,0.6956886367010112,143.7847380802903,106294735.0,1.8024435234996314,2.757370860291334,for-profit
MOUNTAIN VIEW HOSPITAL (290039),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2019-01-01 00:00:00,175029.0,36581043.0,21240117.0,141216925.0,2019-12-31,124000954.0,NV,2265508.0,155931185.0,1.0,123314114.0,41069.0,,15506540.0,,13025558.0,842093712.0,40382450.0,158315998.0,22215648.0,363.0,4582217890.0,19548.0,,292.0,132495.0,,25594073.0,496688347.0,22075577.0,94653356.0,13743179.0,392976787.0,1603.09,0.085761,113637136.0,22844.0,123.97,,38339721.0,47.0,272804505.0,114342.0,2019,2019,159167369.0,72218798.834832,19548.0,0.07364989177005998,34784517.0,0.07003288321559918,2.468806593558675,4.170992897939972,2.0512582498970193,0.0005098628651992537,0.7139474423303435,0.4165515375195142,0.5834484624804858,,159167369.0,1.8206750178117477,4.027830480134658,for-profit
MOUNTAIN VIEW HOSPITAL (460013),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2019-09-01 00:00:00,-13175.0,21691564.0,2813338.0,10881548.0,2020-08-31,9770299.0,UT,203815.0,17708252.0,1.0,17342516.0,2213.0,,3010665.0,,2461873.0,35249000.0,8075770.0,17491422.0,2267675.0,124.0,264910715.0,29313.0,,100.0,45384.0,,3570619.0,73194599.0,2236770.0,15452647.0,3665282.0,50914884.0,260.57,0.192196,-57951637.0,3546.0,,,11194992.0,12.0,36029067.0,11632.0,2019,2019,36029067.0,6774716.8040000005,29313.0,0.2963547078111597,21532978.0,0.29418807253797513,1.3803178242557028,3.48936301160376,1.0347081980942907,0.002618402943030241,0.0,0.0,1.0,,36029067.0,2.0315430038751767,4.2205294202986465,for-profit
MOUNTAIN VIEW REG MED CTR (320085),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2019-04-01 00:00:00,-54627.0,63493287.0,10964213.0,40492502.0,2020-03-31,33535160.0,NM,1644370.0,59194323.0,1.0,64629826.0,13865.0,,3181529.0,,1583582.0,309050467.0,48216344.0,61719462.0,13434628.0,176.0,1260719884.0,-36342.0,,141.0,64416.0,,6847719.0,255297375.0,12937997.0,57933660.0,6639634.0,169717482.0,883.54,0.13462,-370046417.0,8867.0,,,-379148269.0,35.0,171811878.0,40917.0,2019,2019,171811878.0,41604373.867539994,0.0,0.24870325047407948,62408791.0,0.24445527886841767,inf,inf,inf,,0.0,0.0,1.0,,171811878.0,1.4859122545648444,3.9501479549086205,for-profit
MOUNTAIN VISTA MEDICAL CENTER (030121),General Short Term (Acute Care Hospitals),Proprietary-Other,2019-07-01 00:00:00,100471.0,-11192920.0,6721274.0,32008251.0,2020-06-30,29041981.0,AZ,329317.0,46742797.0,2.0,32350802.0,6853.0,,2407177.0,,1382681.0,178907035.0,21233898.0,50607829.0,11644814.0,141.0,903479425.0,291976.0,,111.0,51640.0,,2444605.0,152896558.0,11487033.0,30438004.0,4509336.0,137588690.0,701.15,0.152288,78268600.0,6766.0,46.02,,47489064.0,30.0,43608620.0,28272.0,2019,2019,-34659980.0,27245394.54608,291976.0,-0.073205833711443,-13958438.0,-0.09129334356892456,0.6409476506001466,0.4516799488825469,0.5390578133946796,0.006148278685804378,-2.2581836458070663,1.7947965333459301,-0.7947965333459303,,-34659980.0,3.5061086088025717,4.726206107656929,for-profit
MOUNTAIN WEST MEDICAL CENTER (460014),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2019-01-01 00:00:00,8497.0,29186115.0,8599101.0,3755264.0,2019-12-31,3707909.0,UT,591254.0,14956191.0,1.0,18463343.0,959.0,,2640050.0,,861946.0,23048156.0,6779438.0,15664606.0,2087126.0,36.0,176602264.0,-76301.0,30981.0,32.0,13140.0,,3388229.0,70193409.0,2042446.0,17051095.0,2391316.0,36320204.0,254.9,0.205661,-82993364.0,1696.0,,,-86769983.0,4.0,41535916.0,4452.0,2019,2019,41535916.0,4740106.811116001,0.0,0.41579566252438316,28971063.0,0.41273195607296975,inf,inf,inf,,0.0,0.0,1.0,,41535916.0,1.6899448901042655,3.801771380188301,for-profit
MOUNTAINS COMMUNITY HOSPITAL (051312),General Short Term (Critical Access Hospitals),Governmental-Hospital District,2019-07-01 00:00:00,,4226276.0,1209420.0,,2020-06-30,,CA,450342.0,,2.0,7364077.0,303.0,,610196.0,,72626.0,25827773.0,13485574.0,13269803.0,1312213.0,17.0,52919394.0,15242086.0,,17.0,6222.0,512607.0,1756331.0,25701871.0,1352930.0,18874368.0,498863.0,25096567.0,141.63,0.474241,20918956.0,258.0,,,10352602.0,,55347344.0,867.0,2019,2019,34428388.0,12248588.895293001,15242086.0,0.16443456587265573,-932771.0,-0.03629194932929202,1.8231520925850333,2.5918545888270406,1.7314645149113237,1.472295177579511,0.6076077683335043,0.3779577209703143,0.6220422790296857,1.6066109124534,34428388.0,0.464374062827658,3.490168693238813,govt
MOUNTAINSIDE HOSPITAL (310054),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2019-01-01 00:00:00,-100337.0,21114421.0,3627325.0,51094015.0,2019-12-31,46344905.0,NJ,3689015.0,79622554.0,1.0,85700951.0,17784.0,,7077249.0,,6288384.0,177787468.0,22613274.0,90212490.0,14921308.0,185.0,1307636060.0,,472317.0,165.0,67525.0,,5310401.0,267268067.0,13181315.0,39194503.0,4990345.0,230518369.0,1123.19,0.176286,115700521.0,10324.0,38.79,,24266063.0,16.0,297841560.0,41145.0,2019,2019,182141039.0,31341441.583848,0.0,0.07900091184481085,20159956.0,0.0754297220251157,1.615198270935009,4.401841864500228,1.2575234392163244,0.0,0.6352248874565825,0.3884633192224752,0.6115366807775248,,182141039.0,0.897349809072985,3.118612616095707,for-profit
MOUNTAINVIEW MEDICAL CENTER (271306),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,2019-07-01 00:00:00,,2434720.0,64014.0,,2020-06-30,,MT,19232.0,,2.0,529477.0,542.0,633484.0,112444.0,,58220.0,1902947.0,1266009.0,3352690.0,613212.0,25.0,4603748.0,944729.0,,25.0,9150.0,,298157.0,5280278.0,588634.0,2234204.0,112495.0,6056993.0,46.29,1.315666,1278580.0,27.0,,,678532.0,,10674262.0,5420.0,2019,2019,9395682.0,2503642.667702,1578213.0,0.46109693466897006,-985330.0,-0.18660570522991404,3.29270248123891,5.7608572624430385,3.098567200957361,1.392313111246043,0.13608165963897031,0.11978158302653617,0.8802184169734638,,9395682.0,0.49467382382032593,9.972629594864365,non-profit
MOUNTRAIL COUNTY MEDICAL CENTER (351301),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,2019-07-01 00:00:00,,1338731.0,1088266.0,,2020-06-30,,ND,63728.0,,2.0,1974313.0,545.0,2475.0,780090.0,,12870.0,452831.0,192411.0,5694700.0,570630.0,11.0,8707648.0,6025254.0,,11.0,4026.0,24028.0,697744.0,9206996.0,575272.0,7730159.0,80604.0,6138828.0,85.44,0.704993,8182524.0,40.0,,,6158139.0,,19336277.0,583.0,2019,2019,11153753.0,319242.685183,6027729.0,0.1454036691229148,-1846578.0,-0.20056248531008378,1.2552751732300944,1.5164155924379101,1.2318375730070399,0.9784212405728419,0.7336117269227677,0.42316956878513895,0.5768304312148611,-47.81230231396704,11153753.0,0.47615143287407397,4.663392278731893,non-profit
MS BAPTIST MEDICAL CENTER (250102),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2018-10-01 00:00:00,187538.0,-1022306.0,29858305.0,98864612.0,2019-09-30,87980423.0,MS,3129353.0,132917191.0,1.0,146850414.0,49382.0,,19174353.0,,12616151.0,135363370.0,22630201.0,144818178.0,41290102.0,424.0,1917201406.0,420844.0,,355.0,153682.0,,36542163.0,416252649.0,40391756.0,69727991.0,7203472.0,407926734.0,2188.8,0.212772,289167869.0,22220.0,8.96,,288311251.0,53.0,292457137.0,104140.0,2018,2019,3289268.0,28801534.96164,420844.0,-0.002455974760655517,-12138957.0,-0.02916247387052665,0.24184970499122144,0.5093589219658999,0.20601057292765865,0.0014596863581990422,87.91252917062398,0.9887529911776439,0.011247008822356077,,3289268.0,1.4232945493137341,2.8345350732208354,non-profit
MSH- RECEIVING UNITS (254010),Psychiatric,Governmental-State,2019-07-01 00:00:00,,-11847820.0,,,2020-06-30,,MS,,,1.0,,2369.0,,,,,,,8248556.0,,87.0,34202313.0,,,87.0,46813.0,,639094.0,,,,,24665771.0,102.82,,,801.0,,,,,,37984.0,2019,2019,,,0.0,,,,,,,,,,,,,,,govt
MT ASCUTNEY HOSPITAL AND HEALTH CENT (471302),Critical Access Hospitals,Voluntary Nonprofit-Other,2018-10-01 00:00:00,,983293.0,1507721.0,,2019-09-30,,VT,558925.0,,2.0,5095214.0,4159.0,1005914.0,954702.0,,261161.0,8033110.0,2439881.0,26789160.0,5212197.0,25.0,86947811.0,7769056.0,,25.0,9125.0,227353.0,2241189.0,44221861.0,3132338.0,16101685.0,386754.0,41571333.0,311.97,0.478118,30202152.0,428.0,,,18078654.0,,56791953.0,7189.0,2018,2019,26589801.0,3840774.48698,8774970.0,0.022235450470978597,-10340127.0,-0.23382387729001275,0.8906462284194387,0.7659620566885124,0.8383370797405604,0.4297364173239888,1.1358547587475363,0.5318033701006901,0.4681966298993099,-35.622745246378976,26589801.0,0.7786642061772379,8.679097874986212,non-profit
MT EDGECUMBE HOSPITAL (021314),General Short Term (Critical Access Hospitals),Governmental- Federal,2018-10-01 00:00:00,,-187712888.0,,,2019-09-30,,AK,,,2.0,,1514.0,,,,,,,86211067.0,14265111.0,27.0,926832.0,,,27.0,9855.0,,6425091.0,,12235079.0,,,92267558.0,654.0,,,499.0,,,,,,3337.0,2018,2019,,,0.0,,,,,,,,,,,,,,,govt
MT WASHINGTON PEDIATRICS (213300),Childrens,Voluntary Nonprofit-Other,2019-07-01 00:00:00,,,,,2020-06-30,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2019,,,0.0,,,,,,,,,,,,,,,non-profit
MT. GRAHAM REGIONAL MEDICAL CENTER (030068),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-01-01 00:00:00,1162.0,4589320.0,4916088.0,3401878.0,2019-12-31,3799892.0,AZ,1511310.0,21054775.0,2.0,6628048.0,865.0,85691.0,2088140.0,,339857.0,29166902.0,5702015.0,25616011.0,3815617.0,49.0,135663043.0,182930.0,8356.0,49.0,17885.0,22.0,3086136.0,63794534.0,3783305.0,10248273.0,1487215.0,48269582.0,357.61,0.355805,4448575.0,1680.0,,,4448575.0,,84996072.0,3885.0,2019,2019,80547497.0,10377729.56611,268621.0,0.07193907866777427,439490.0,0.006889148214484959,2.3037204048487436,2.5626853542988486,1.6296787173420701,0.04112103313982567,0.05522921463344789,0.05233859512943139,0.9476614048705686,160255.72727272726,80547497.0,0.7505586140498351,9.624935425935359,non-profit
MT. GRANT GENERAL HOSPITAL (291300),General Short Term (Critical Access Hospitals),Governmental-County,2019-07-01 00:00:00,,-268844.0,2280258.0,,2020-06-30,,NV,164186.0,,2.0,7285863.0,1944.0,,1228405.0,,17338.0,4195511.0,636889.0,8663789.0,1040436.0,11.0,28323462.0,6665700.0,,11.0,4026.0,5035.0,321763.0,15138144.0,694865.0,9680708.0,254304.0,15702314.0,86.31,0.554392,21455094.0,338.0,,,8009765.0,,17613121.0,2744.0,2019,2019,-3841973.0,2325957.7343119998,6665700.0,-0.017759376578793278,-1957754.0,-0.1293258935837841,1.208613236468236,1.7082547365621839,1.156365761042927,0.8321966999031807,-5.584394788823347,1.2181313010908175,-0.21813130109081746,-324.9237338629593,-3841973.0,0.859481065280821,2.077742060206183,govt
MT. SAN RAFAEL HOSPITAL (061321),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,2019-01-01 00:00:00,,2813524.0,2857460.0,,2019-12-31,,CO,,,2.0,4043335.0,1573.0,,1334791.0,,318774.0,18804738.0,3182188.0,16633685.0,1605017.0,25.0,77628324.0,5670496.0,,25.0,9125.0,160124.0,1041505.0,36760369.0,1892836.0,11199613.0,823648.0,27649857.0,179.77,0.356183,13167942.0,543.0,,,5490366.0,,36876699.0,2346.0,2019,2019,23708757.0,6697927.995054,5670496.0,0.07653688133544034,943740.0,0.025672756440502542,2.0398663768499223,2.281697613601716,,1.0328083774378611,0.5554041487708529,0.35708027988079954,0.6429197201192005,12.398172666183708,23708757.0,0.9968454334809089,9.091596169993334,non-profit
MT. SINAI MEDICAL CENTER (100034),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-01-01 00:00:00,,4042434.0,72878912.0,92700320.0,2019-12-31,83865578.0,FL,13331286.0,197977610.0,1.0,76998337.0,26906.0,,32470072.0,,20477757.0,238840070.0,28470135.0,273928196.0,32516868.0,481.0,2775388037.0,147666339.0,,389.0,175565.0,,42910941.0,639041723.0,33011312.0,255921316.0,10258195.0,441371823.0,4205.93,0.159031,486856687.0,24119.0,167.04,,114679118.0,92.0,752043404.0,111427.0,2019,2019,265186717.0,37982975.17217,147666339.0,0.006325774756963717,-15788538.0,-0.02470658398622276,2.2316296154283295,2.7263509996649957,2.0259297337811755,1.2876480180114396,1.8359014829539897,0.6473784417368549,0.3526215582631451,,265186717.0,0.8497404798726218,8.299422401811094,non-profit
MUENSTER MEMORIAL HOSPITAL (451335),General Short Term (Critical Access Hospitals),Governmental-Hospital District,2019-07-01 00:00:00,,746763.0,184422.0,,2020-06-30,,TX,30811.0,,2.0,748109.0,2421.0,700000.0,480967.0,,342897.0,12923.0,6622.0,5291214.0,875699.0,18.0,10839371.0,6349521.0,,18.0,6588.0,34976.0,318405.0,7987028.0,826248.0,8982610.0,286161.0,9188783.0,72.0,0.847723,9037873.0,42.0,,,8497220.0,,10747362.0,3166.0,2019,2019,1709489.0,10955.124329,7049521.0,0.09349698035364343,-2354348.0,-0.29477147194175357,1.0571233885906215,1.0244251649362968,1.0198203647781274,0.747246864268549,5.286885730180188,0.8409387345471382,0.15906126545286184,-58.20971523330284,1709489.0,0.7431617172660603,10.67628915037782,govt
MUHLENBERG COMMUNITY HOSPITAL (180004),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-06-01 00:00:00,3732.0,1472897.0,1250891.0,3884121.0,2020-05-31,4137374.0,KY,432043.0,14421281.0,2.0,12101727.0,2349.0,,918767.0,,512516.0,34545674.0,8212820.0,20109612.0,2959611.0,47.0,124044042.0,6460347.0,14711.0,41.0,17202.0,,670078.0,35685045.0,3153562.0,14617890.0,1838430.0,39635523.0,300.84,0.319528,38300891.0,886.0,,,30343100.0,6.0,29441496.0,4315.0,2019,2019,-8859395.0,11038310.121871999,6460347.0,0.041274909419337986,-5645704.0,-0.1582092442366263,0.48175334754853655,0.6602809534951933,0.4069266818485916,0.21290992021250302,-4.323194868272608,1.3009152456111606,-0.3009152456111605,,-8859395.0,1.2120662958159463,2.9487564047676833,non-profit
