Hospital,Hospital type,Control type,Fiscal Year Begin Date,HVBP payment adjustment amount,STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Total Bad Debt expense,IPPS Payment amount (unadjusted),Fiscal Year End Date,IPPS Interim payment,State,BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),"ADJUSTED SALARIES, Subtotal Salaries",Urban (1) and Rural (2) Indicator,BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),Total Days Title XVIII,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),Cost of Uncompensated Care,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,Total cost of charity care,Medicaid charges,Net Revenue from Medicaid,Total Salaries,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: Total Hospital,Total Charges,BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),HAC reduction adjustment amount,NUMBER OF BEDS: Adults & Pediatrics,BED DAYS: Total Hospital,TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),REIMBURSEMENT SETTLEMENT: Interim payments,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),BALANCE SHEET: Inventory (G_C1THRU4_7),Total Costs,Number of Interns & Residents,Cost To Charge Ratio,Total Liabilities,Total discharges,FTE Employees on Payroll,"Donations, Land Improvements",BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),NUMBER OF BEDS: ICU,BALANCE SHEET: Total Assets (G_C1THRU4_36),Total Inpatient Days,Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
TELECARE SANTA CRUZ PHF (054152),Psychiatric,Proprietary-Corporation,2022-07-01 00:00:00,,581549.0,,,2023-06-30,,CA,31876.0,,1.0,1715444.0,773.0,,,,,,,2980879.0,,16.0,10410394.0,,,16.0,5840.0,,218341.0,9407645.0,,2249758.0,,7482473.0,28.99,,1745336.0,471.0,,,1340557.0,,2875576.0,4945.0,2022,2022,1130240.0,,0.0,0.061816639552193985,528314.0,0.056157943884999915,1.6782262895199533,1.7134616431826473,,0.0,1.5442171574178936,0.6069517898327152,0.39304821016728475,,1130240.0,3.2715688961098577,5.484087501544789,for-profit
TEMECULA VALLEY HOSPITAL (050775),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2022-01-01 00:00:00,,19735114.0,11602527.0,56497142.0,2022-12-31,52283390.0,CA,1148823.0,77081439.0,1.0,122221174.0,11782.0,,3478923.0,,2013573.0,284360982.0,19593577.0,83114151.0,10503191.0,140.0,1452032678.0,-1496700.0,,120.0,51100.0,,18341834.0,239717687.0,9162086.0,55831873.0,7039412.0,178337870.0,854.16,0.122819,63311829.0,9230.0,79.28,,27175071.0,20.0,186064724.0,44630.0,2022,2022,122752895.0,34924931.448258,0.0,0.08232648265123632,18548924.0,0.07737820363668034,2.0545253773210015,5.223768798984922,1.7532111691630907,0.0,0.5157664835521801,0.3402677715524411,0.659732228447559,,122752895.0,1.2883564484797236,1.9613433511937957,for-profit
TEMPE ST. LUKES HOSPITAL (030037),General Short Term (Acute Care Hospitals),Proprietary-Other,2022-06-01 00:00:00,,4314919.0,3540035.0,4324877.0,2023-05-31,3228854.0,AZ,134227.0,21929226.0,2.0,31601614.0,908.0,,2330971.0,,1713197.0,134318706.0,13748138.0,21302974.0,1687038.0,74.0,355576516.0,,14035.0,64.0,27010.0,,1197565.0,75840420.0,1665160.0,31889865.0,2557365.0,60951714.0,254.7,0.171417,98843998.0,2434.0,,,29583948.0,10.0,58100328.0,8733.0,2022,2022,-40743670.0,23024509.626402,0.0,0.056894713926953465,2756367.0,0.03634430030846348,1.0779448706440398,1.214054763752289,0.9869633694596813,0.0,-2.4259964308566215,1.701264027287419,-0.7012640272874191,,-40743670.0,1.3053354879511179,2.399890714442623,for-profit
TEMPLE UNIVERSITY HOSPITAL (390027),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-07-01 00:00:00,,91188547.0,29303819.0,193321790.0,2023-06-30,194658720.0,PA,4626192.0,500734287.0,2.0,1689538435.0,32902.0,,20180207.0,,17025859.0,5318110782.0,360980367.0,555463207.0,86239168.0,761.0,14883174551.0,33470275.0,,616.0,276305.0,,53959698.0,1985606872.0,75539234.0,981507926.0,39582186.0,1431539811.0,5530.36,0.096185,672670783.0,30602.0,570.49,,258487850.0,43.0,1446896599.0,197361.0,2022,2022,774225816.0,511522485.56667006,33470275.0,0.0459247740758222,15626076.0,0.007869672602543249,3.797114355665073,7.018501090089921,3.626087446663354,0.1294849061570979,0.8688302160670912,0.46490591204990456,0.5350940879500955,,774225816.0,1.3723211965335471,1.1752362839854542,non-profit
TEN BROECK HOSPITAL - KMI (184008),Psychiatric,Proprietary-Corporation,2022-01-01 00:00:00,,7761492.0,,,2022-12-31,,KY,79334.0,,1.0,2605211.0,707.0,,,,,,,12189124.0,90324.0,64.0,47845771.0,-91441.0,,64.0,23360.0,,780301.0,26510636.0,92003.0,2697767.0,104663.0,18019978.0,162.3,,-22703474.0,1821.0,,,-22703474.0,,39726318.0,18969.0,2022,2022,39726318.0,,0.0,0.292768985248034,7713634.0,0.29096374753136817,inf,inf,inf,,0.0,0.0,1.0,,39726318.0,0.6673318176630414,10.17600340241155,for-profit
TENNOVA HEALTHCARE - TURKEY CREEK MC (440120),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2021-10-01 00:00:00,,28074026.0,33652151.0,43330407.0,2022-09-30,37302466.0,TN,2626873.0,79943066.0,1.0,78929293.0,16214.0,,20115658.0,,16023033.0,248529525.0,14978500.0,77122627.0,24644674.0,219.0,2461067045.0,-1358554.0,,185.0,79935.0,,22593895.0,326228242.0,24813554.0,59225302.0,11330516.0,281619625.0,1166.37,0.11443,210773540.0,13391.0,,,163911953.0,34.0,349860981.0,69959.0,2021,2022,139087441.0,28439233.54575,0.0,0.08605639360923265,26351531.0,0.0807763633168216,0.36132387489764095,0.6528097374326325,0.2761721288257727,0.0,1.5154031053026564,0.6024494054682823,0.3975505945317177,,139087441.0,0.9324510583247921,4.133170710144332,for-profit
TENNOVA HEALTHCARE CLARKSVILLE (440035),General Short Term (Acute Care Hospitals),Proprietary-Partnership,2021-10-01 00:00:00,,21004047.0,25881915.0,28346399.0,2022-09-30,24357311.0,TN,2043894.0,60462015.0,2.0,69485378.0,12262.0,,11889672.0,,8755414.0,243212247.0,16402458.0,61184485.0,11554942.0,238.0,1573151038.0,2325.0,281940.0,205.0,86870.0,,8868428.0,203598189.0,11756658.0,39925043.0,4603779.0,176888427.0,862.08,0.112442,30861339.0,10656.0,,,-17843750.0,33.0,186048948.0,44542.0,2021,2022,155187609.0,27347271.477174,2325.0,0.10316421331232961,15050972.0,0.073924881522399,inf,inf,inf,inf,0.1988647109061394,0.16587752487587298,0.834122475124127,,155187609.0,1.0943259351297165,2.9300868018592343,for-profit
TERENCE CARDINAL COOKE HEALTH CARE (330410),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-01-01 00:00:00,,-3562740.0,,,2022-12-31,,NY,685802.0,19920758.0,1.0,14581239.0,,,,,,,20732550.0,36548445.0,,56.0,249832957.0,1472365.0,,56.0,20805.0,,3706017.0,99291273.0,,15653153.0,725768.0,102935639.0,72.53,0.412018,96095851.0,7.0,,,27001063.0,,106780181.0,20425.0,2022,2022,10684330.0,,1472365.0,-0.035881703319485085,-10597460.0,-0.10673103163860131,0.5797235834752136,0.44731305578598884,0.527445271321355,0.05452989017506459,8.994092376405446,0.8999408888434082,0.10005911115659187,,10684330.0,0.9298661237519348,6.809522359519654,non-profit
TERRE HAUTE REGIONAL HOSPITAL (150046),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2022-09-01 00:00:00,,16572403.0,3566392.0,15814079.0,2023-08-31,13632404.0,IN,528459.0,27869127.0,1.0,23733550.0,5385.0,,4055638.0,,3540167.0,196484867.0,20333710.0,30765478.0,9341822.0,141.0,814448550.0,12439.0,,117.0,51465.0,,5520705.0,112338313.0,9224174.0,26678793.0,6983278.0,105289387.0,378.78,0.129277,-308166732.0,3854.0,,,10429639.0,18.0,59891047.0,16473.0,2022,2022,59891047.0,25400974.151159,12439.0,0.1475222705186965,16233592.0,0.1445062825538425,2.5579785647422697,3.865751825159049,1.8377487466248832,0.0011926587296070363,0.0,0.0,1.0,,59891047.0,1.8757112895354793,4.733312673409583,for-profit
TERREBONNE GENERAL MEDICAL CENTER (190008),General Short Term (Acute Care Hospitals),Governmental-Hospital District,2022-04-01 00:00:00,,2660399.0,5454138.0,23609794.0,2023-03-31,21434869.0,LA,3694412.0,63867673.0,1.0,25156335.0,7227.0,,2267967.0,,724475.0,68383230.0,14021307.0,81842498.0,18140257.0,139.0,647169133.0,43778547.0,112523.0,101.0,50735.0,1860003.0,9119166.0,230610775.0,17822461.0,82582153.0,6314989.0,176391082.0,1213.76,0.272558,71855279.0,5444.0,1.37,,29475673.0,38.0,376395964.0,26290.0,2022,2022,304540685.0,18638396.402340002,43778547.0,0.011536316982586786,-19070442.0,-0.0826953640826193,2.8017054267090016,2.4442422400329926,2.4621236638091353,1.4852433394820197,0.23594640236656722,0.19090342584013467,0.8090965741598654,-5.3501397578391,304540685.0,0.6126813171673647,9.167105422948136,govt
TERRELL STATE HOSPITAL (454006),Psychiatric,Governmental-State,2022-09-01 00:00:00,,-75455597.0,,,2023-08-31,,TX,,,1.0,936696.0,1301.0,,,,,,,63761142.0,999.0,305.0,43590560.0,-383754930.0,,305.0,111325.0,,1340259.0,43589777.0,979.0,-382818234.0,,81865130.0,808.04,,5089695.0,1298.0,,,5089695.0,,-382818234.0,71486.0,2022,2022,-5089695.0,,0.0,-1.7310388396802305,-31865820.0,-0.7310388396802305,0.0,-14.641132916608951,,0.0,-1.0,inf,-inf,,-5089695.0,inf,46.53567112489004,govt
TETON VALLEY HOSPITAL (131313),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,2021-10-01 00:00:00,,-2202635.0,2044226.0,,2022-09-30,,ID,93775.0,,2.0,6633709.0,517.0,,1524668.0,,48194.0,3959824.0,1824574.0,12496171.0,2429333.0,13.0,32870149.0,7643550.0,,13.0,4745.0,12502.0,844810.0,23811956.0,1705331.0,12537939.0,1085216.0,23796140.0,102.49,0.723944,2413047.0,158.0,,,2055935.0,,17140804.0,795.0,2021,2022,14727757.0,2866690.825856,7643550.0,-0.09250122081529127,-2765221.0,-0.11612741935185837,6.098412157971921,5.873057270779475,5.524954825906461,3.7177974984617705,0.1638434827516505,0.14077793550407552,0.8592220644959244,-153.60830267157255,14727757.0,1.3891971461782073,3.5895388236053165,non-profit
TEWKSBURY HOSPITAL (222003),General Long Term,Governmental-State,2022-07-01 00:00:00,,-87309569.0,,,2023-06-30,,MA,,54911055.0,1.0,,8.0,,,,,,,55404163.0,220586.0,540.0,169247537.0,,,540.0,197100.0,,1452240.0,,216173.0,,,142934086.0,842.7,,,530.0,,,,,,120721.0,2022,2022,,,0.0,,,,,,,,,,,,,,,govt
TEXAS CENTER FOR INFECTIOUS DISEASE (670125),General Short Term (Acute Care Hospitals),Governmental-State,2022-09-01 00:00:00,,-7856109.0,,,2023-08-31,,TX,,8032341.0,1.0,,,,6937164.0,,6937164.0,594161.0,8000.0,8032341.0,,50.0,14322465.0,-76456600.0,,50.0,18250.0,,1623508.0,14322465.0,,-76111604.0,,18625545.0,,1.300443,-550375.0,68.0,,,-550375.0,,-76111604.0,10267.0,2022,2022,0.0,772672.513323,0.0,-0.5485165437653364,5846765.0,0.408223374956755,,inf,,,,,,,0.0,inf,inf,govt
TEXAS CHILDRENS HOSPITAL (453304),Childrens,Voluntary Nonprofit-Other,2021-10-01 00:00:00,,-179476190.0,,,2022-09-30,,TX,141229333.0,,1.0,1184646426.0,573.0,,,,,,,1132206548.0,938583.0,863.0,6659822058.0,12215827.0,,578.0,315279.0,,123078380.0,2496680535.0,828618.0,1237889279.0,53652937.0,2260422547.0,11381.06,,1991143720.0,36460.0,471.86,,706402785.0,285.0,6762073162.0,248901.0,2021,2022,4770929442.0,,12215827.0,-0.07188592512497799,-745457447.0,-0.2985794283848975,1.7523844827423776,1.4368604987875295,1.476504667234572,0.017293005151444867,0.4173492281129401,0.29445758309587483,0.7055424169041252,,4770929442.0,0.36921820796472477,2.1075322393282603,non-profit
TEXAS COUNTY MEMORIAL HOSPITAL (260024),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-01-01 00:00:00,,-1938536.0,4219489.0,2615556.0,2022-12-31,2929965.0,MO,165364.0,12486671.0,2.0,5066663.0,1829.0,,1773404.0,,3144.0,16170985.0,5843148.0,20246880.0,1761969.0,47.0,73883721.0,5134170.0,24542.0,43.0,17155.0,,2492699.0,34735599.0,1739257.0,9609017.0,669954.0,31213511.0,257.96,0.422468,21674926.0,865.0,,,6969022.0,4.0,45754960.0,3728.0,2022,2022,24080034.0,6831723.69098,5134170.0,-0.05580833657136588,-4747755.0,-0.13668268683087917,1.3788185774130144,1.1869918045889365,1.2589569956874866,0.7367131284705372,0.9001202406940123,0.47371751609005885,0.5262824839099411,,24080034.0,0.7591657603896933,6.855715290320276,non-profit
TEXAS HEALTH ALLIANCE (670085),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-07-01 00:00:00,,32748214.0,27705588.0,14062068.0,2023-06-30,12252835.0,TX,321230.0,58999332.0,1.0,42142926.0,4298.0,,12787031.0,,6476626.0,42274735.0,8491241.0,58954879.0,3071036.0,151.0,605985161.0,3537.0,,131.0,49769.0,4758827.0,11376638.0,188967169.0,3005680.0,158199619.0,2621715.0,137602947.0,608.78,0.227073,121690197.0,7804.0,,,120289503.0,20.0,284283107.0,27236.0,2022,2022,162592910.0,9599450.900655,3537.0,0.1733010775009282,31471400.0,0.1665442741537817,1.3151573084477703,0.6226202214834988,1.2906917904548996,2.9404061965406908e-05,0.7484348302764248,0.42805989523675775,0.5719401047632422,9.003907475518652,162592910.0,0.6647147310093244,4.483959395700242,non-profit
TEXAS HEALTH ARLINGTON MEMORIAL HOSP (450064),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-01-01 00:00:00,,2035379.0,46097439.0,31130597.0,2022-12-31,26968181.0,TX,708325.0,110239228.0,1.0,47075504.0,11682.0,,34495302.0,,24972797.0,140710172.0,37349217.0,125427559.0,6061261.0,197.0,1206809133.0,26053.0,,157.0,71749.0,4204886.0,14481085.0,304572335.0,5981577.0,59329993.0,7203120.0,245407321.0,1340.56,0.203352,33343536.0,12948.0,,,33092724.0,27.0,184130859.0,59686.0,2022,2022,150787323.0,28613694.896544002,26053.0,0.006682744182921275,-23735577.0,-0.07793083702103147,1.7928410184667785,1.4848259695998431,1.5537720013619913,0.0007872727551832844,0.22112957068678776,0.18108608291454287,0.8189139170854571,-2.2008901073655744,150787323.0,1.6541080438885043,6.469868809051944,non-profit
TEXAS HEALTH CLEBURNE (450148),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2021-10-01 00:00:00,,7479053.0,13282524.0,8892725.0,2022-09-30,7484447.0,TX,,27825904.0,1.0,9987545.0,3260.0,,10107157.0,,7177198.0,36718547.0,4582698.0,27844411.0,2544157.0,75.0,335440909.0,-17419.0,,68.0,27375.0,777145.0,3509471.0,84935876.0,2523966.0,78230310.0,,72911817.0,298.77,0.217361,98693502.0,3158.0,,,76486283.0,7.0,97891981.0,13868.0,2021,2022,-801521.0,7981180.094467,0.0,0.08805528773259488,74356.0,0.0008754369001857354,1.022801827093624,0.22836174428818826,,0.0,-123.13277131853064,1.0081878106031994,-0.00818781060319946,4.611529379974136,-801521.0,0.8676489650362679,8.504179555636545,non-profit
TEXAS HEALTH DALLAS (450462),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-01-01 00:00:00,,31248695.0,78108935.0,109561397.0,2022-12-31,100838151.0,TX,974711.0,229114250.0,1.0,181709484.0,32500.0,,67603277.0,,48278723.0,188718930.0,38117542.0,243491751.0,24729100.0,558.0,2528627890.0,591311.0,,406.0,202020.0,8478353.0,42922419.0,710598989.0,24032392.0,126309963.0,13030690.0,621188642.0,2520.49,0.245662,85113708.0,26932.0,34.12,,79689669.0,152.0,402301789.0,136357.0,2022,2022,317188081.0,46361069.78166,591311.0,0.043975147000947956,-13706991.0,-0.019289347736462934,1.585023059889984,2.6797637972370043,1.4092737918135914,0.0074201713649983915,0.2683382923206374,0.21156681458356627,0.7884331854164337,3.44588483164124,317188081.0,1.7663331569226504,3.9106323641313074,non-profit
TEXAS HEALTH DENTON (450743),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-05-01 00:00:00,,11359751.0,33073159.0,36109651.0,2023-04-30,30627604.0,TX,,91291126.0,1.0,35516699.0,12331.0,,23902608.0,,16530340.0,84159386.0,11680227.0,88294489.0,11200518.0,214.0,1044069268.0,9111.0,,173.0,78110.0,4728531.0,16696663.0,267716440.0,10860058.0,139840108.0,,230953321.0,907.38,0.221205,125830470.0,11443.0,8.09,,124785274.0,25.0,332602525.0,51409.0,2022,2022,206772055.0,18616476.980130002,9111.0,0.04243202621400464,8757727.0,0.03271269780817345,1.1206459185240079,0.37572991986217863,,7.30134230422093e-05,0.6085467883945923,0.378320850089758,0.621679149910242,5.383149650493991,206772055.0,0.8049140336502256,7.537762448024801,non-profit
TEXAS HEALTH FORT WORTH (450135),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2021-10-01 00:00:00,,65833735.0,121810001.0,138084245.0,2022-09-30,121396503.0,TX,,334702838.0,2.0,167601256.0,46489.0,,93448939.0,,65673249.0,402900575.0,106409193.0,326123510.0,20317266.0,653.0,3832675702.0,-156311.0,,509.0,238345.0,7347745.0,51718452.0,1025360525.0,20144796.0,1020745021.0,,864613874.0,3488.47,0.22559,964790320.0,39608.0,13.07,,963834956.0,124.0,1523769091.0,230988.0,2021,2022,558978771.0,90890340.71425,0.0,0.06420545105342337,42490910.0,0.04143997058985668,1.0590454461583152,0.2421939457028782,,0.0,1.7259874078473725,0.6331604477991082,0.3668395522008918,12.82153395361434,558978771.0,0.6729106995647807,6.117857046369629,non-profit
TEXAS HEALTH H-E-B (450639),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2021-10-01 00:00:00,,6784320.0,35992757.0,32447288.0,2022-09-30,28012444.0,TX,404925.0,103223234.0,1.0,74517723.0,12216.0,,26212567.0,,17746970.0,88059738.0,13740506.0,104024457.0,8901345.0,195.0,1094505006.0,6633.0,,161.0,71175.0,4454232.0,14153999.0,291276893.0,8802247.0,275593338.0,4417815.0,255623519.0,1061.57,0.233552,249055524.0,12103.0,2.22,,248328785.0,34.0,394508515.0,53695.0,2021,2022,145452991.0,20566527.929376002,6633.0,0.023291651905940923,3694256.0,0.012682969671748043,1.1097921571999798,0.32742348415227013,1.0903713719696249,2.6710556329585393e-05,1.7122750263691724,0.6313058261873005,0.3686941738126996,4.0070330867363895,145452991.0,0.7383285326553725,3.908827071916838,non-profit
TEXAS HEALTH HARRIS METHODIST AZLE (450419),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2021-10-01 00:00:00,,8201849.0,9231483.0,5421712.0,2022-09-30,4157594.0,TX,,18272355.0,1.0,6008645.0,1431.0,,6565651.0,,4732968.0,19674466.0,3437718.0,18272355.0,1762013.0,31.0,207164747.0,1280.0,63980.0,25.0,11315.0,267267.0,1787025.0,50092325.0,1747049.0,46513437.0,,40504573.0,192.46,0.195519,41587188.0,1607.0,,,41354869.0,6.0,55260211.0,5848.0,2021,2022,13673023.0,3846731.917854,1280.0,0.16373464397989113,6871784.0,0.1371823727487195,1.1247390724415063,0.34365418978838985,,3.0951615395033654e-05,3.041550357956686,0.7525701991981174,0.24742980080188257,32.39759865602562,13673023.0,0.9064808854964379,8.336709025079697,non-profit
TEXAS HEALTH HARRIS METHODIST STEPHE (450351),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2021-10-01 00:00:00,,8175665.0,7322530.0,5846843.0,2022-09-30,5599685.0,TX,478464.0,20160556.0,2.0,13882161.0,1590.0,,6103971.0,,4314511.0,20310162.0,5885197.0,20104810.0,5031613.0,47.0,209156997.0,-1070.0,,42.0,17155.0,813885.0,3486440.0,66188362.0,4993564.0,63267995.0,918333.0,50517739.0,201.38,0.24153,57116690.0,1868.0,,,56933979.0,5.0,90158074.0,5110.0,2021,2022,33041384.0,4905513.42786,0.0,0.12352118639829764,8102635.0,0.1224178202204188,1.1112519467504633,0.3874281472580724,1.0867183198279537,0.0,1.7286409673396248,0.6335171933686161,0.3664828066313839,14.239204555926205,33041384.0,0.7341368228429547,4.767871659174678,non-profit
TEXAS HEALTH HEART & VASCULAR HOSP (670071),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2022-01-01 00:00:00,,-369158.0,2589081.0,7494353.0,2022-12-31,7070396.0,TX,108238.0,13404425.0,1.0,8341285.0,1193.0,,1972982.0,,1284823.0,2101579.0,578248.0,609599.0,3604805.0,47.0,173584672.0,6753323.0,,27.0,17155.0,,1815668.0,47600667.0,3563126.0,17590177.0,2241215.0,45539053.0,139.58,0.262345,25207308.0,1002.0,,,8694355.0,,32024726.0,3871.0,2022,2022,6817418.0,551338.742755,6753323.0,-0.0077553114959502565,-3366482.0,-0.07072342074534375,2.0231721617072225,1.693679404625185,1.7529447555339068,0.7767480163853443,3.6974860570380166,0.7871201770781739,0.21287982292182608,,6817418.0,1.4863723424206658,5.706634769103322,for-profit
TEXAS HEALTH HOSPITAL ALLEN (450840),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-01-01 00:00:00,,12167270.0,17936634.0,12304842.0,2022-12-31,10880245.0,TX,,38640556.0,1.0,18218088.0,3371.0,,9693122.0,,5340096.0,23365350.0,6771651.0,37620642.0,5506222.0,59.0,438851748.0,-23753.0,,45.0,21535.0,3637605.0,9677723.0,133908760.0,5432854.0,22004469.0,,106049149.0,358.05,0.241651,14299665.0,3897.0,,,10634704.0,14.0,112270971.0,12599.0,2022,2022,97971306.0,5646260.19285,0.0,0.09086239018268857,11343686.0,0.08471205319203912,2.0691190840854623,2.857188878975851,,0.0,0.14595768479395385,0.1273674296448367,0.8726325703551633,5.778914697994972,97971306.0,1.1927282609856469,7.3503190894675665,non-profit
TEXAS HEALTH HOSPITAL FRISCO (670260),General Short Term (Acute Care Hospitals),Proprietary-Partnership,2022-01-01 00:00:00,,13576133.0,7053301.0,9466241.0,2022-12-31,8530891.0,TX,527734.0,48880217.0,1.0,57814891.0,3293.0,,6978101.0,,5183066.0,200097796.0,3396594.0,46485946.0,6037018.0,91.0,491400454.0,40691547.0,,67.0,24095.0,,17676210.0,151319259.0,5954963.0,69540539.0,2746479.0,124656337.0,22732.33,0.253676,20365387.0,4669.0,,,20365387.0,24.0,259920103.0,15648.0,2022,2022,239554716.0,50760008.498096004,40691547.0,0.08971847397164429,12777356.0,0.08443972092144596,3.4146436303911143,5.503581689854458,3.2538702063456983,1.9980738396967364,0.08501350898055374,0.07835248895696229,0.9216475110430377,,239554716.0,0.582176050461168,2.6173059636141147,for-profit
TEXAS HEALTH HOSPITAL MANSFIELD (670309),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2022-01-01 00:00:00,,-18092109.0,5156317.0,4576194.0,2022-12-31,2676302.0,TX,1129870.0,21519730.0,1.0,10755190.0,760.0,,6596658.0,,5108810.0,16559295.0,1659711.0,23602573.0,1211966.0,59.0,192244863.0,1747620.0,,47.0,21535.0,554959.0,10555618.0,47685179.0,1194121.0,11702755.0,1898074.0,55407740.0,251.0,0.288214,24594683.0,1647.0,,,4571527.0,12.0,159831230.0,5400.0,2022,2022,135236547.0,4772620.649130001,1747620.0,-0.3794073835813849,-18840285.0,-0.3950972900825223,2.5599225379178554,-1.2226328314368482,1.8975740491087552,0.3822836439552911,0.18186417463024993,0.1538790823295297,0.8461209176704703,-14.92843074893821,135236547.0,0.2983470689676855,4.433690060333662,non-profit
TEXAS HEALTH HUGULEY (450677),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2022-01-01 00:00:00,,15536552.0,23093113.0,31056853.0,2022-12-31,27295830.0,TX,16509577.0,96552346.0,1.0,48974440.0,10879.0,,24315181.0,,20409320.0,105710449.0,14007142.0,99601341.0,6652393.0,213.0,1319831220.0,53436981.0,,185.0,77745.0,,11945054.0,257562090.0,6566229.0,116496154.0,6672449.0,208671380.0,1159.85,0.158105,33578850.0,11636.0,,,32011362.0,28.0,321144067.0,53629.0,2022,2022,287565217.0,16713350.539145,53436981.0,0.06032157915786442,18211263.0,0.07070630231335676,3.639212664553292,3.6845659050683315,2.915031481634552,1.669312945822174,0.11676951180086569,0.10456008206435276,0.8954399179356473,,287565217.0,0.8020141626966442,5.259112508484018,non-profit
TEXAS HEALTH KAUFMAN (450292),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-01-01 00:00:00,,6093513.0,10076418.0,3737680.0,2022-12-31,2436057.0,TX,67175.0,15477119.0,1.0,12274054.0,712.0,,5972203.0,,4205612.0,29503135.0,4245363.0,14734506.0,1910211.0,42.0,196883691.0,-7072.0,,34.0,15330.0,383057.0,1541601.0,44837284.0,1884486.0,6544109.0,738909.0,33899602.0,152.29,0.172181,8318066.0,1051.0,,,8022964.0,8.0,18103765.0,2701.0,2022,2022,9785699.0,5079879.287435,0.0,0.1359028124897128,5668200.0,0.12641711304368927,0.8156722378412766,2.2893742262834533,0.7152001429895485,0.0,0.8500226708383326,0.4594660834362355,0.5405339165637645,18.82174454454559,9785699.0,2.476682833653663,3.6530134216453667,non-profit
