Hospital,Hospital type,Control type,Fiscal Year Begin Date,HVBP payment adjustment amount,STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Total Bad Debt expense,IPPS Payment amount (unadjusted),Fiscal Year End Date,IPPS Interim payment,State,BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),"ADJUSTED SALARIES, Subtotal Salaries",Urban (1) and Rural (2) Indicator,BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),Total Days Title XVIII,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),Cost of Uncompensated Care,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,Total cost of charity care,Medicaid charges,Net Revenue from Medicaid,Total Salaries,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: Total Hospital,Total Charges,BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),HAC reduction adjustment amount,NUMBER OF BEDS: Adults & Pediatrics,BED DAYS: Total Hospital,TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),REIMBURSEMENT SETTLEMENT: Interim payments,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),BALANCE SHEET: Inventory (G_C1THRU4_7),Total Costs,Number of Interns & Residents,Cost To Charge Ratio,Total Liabilities,Total discharges,FTE Employees on Payroll,"Donations, Land Improvements",BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),NUMBER OF BEDS: ICU,BALANCE SHEET: Total Assets (G_C1THRU4_36),Total Inpatient Days,Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
NELSON COUNTY HEALTH SYSTEM-HOSPITAL (351308),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,2022-07-01 00:00:00,,-827945.0,72198.0,,2023-06-30,,ND,46219.0,,2.0,2649513.0,366.0,,92958.0,,,1949399.0,1924485.0,4072599.0,651100.0,19.0,6276728.0,1258011.0,,19.0,6935.0,,311859.0,7156076.0,540607.0,4109835.0,131444.0,8342675.0,23.02,1.329144,2253376.0,45.0,,,621537.0,,6581765.0,475.0,2022,2022,4328389.0,2591031.9844560004,1258011.0,-0.1156981843121845,-1782544.0,-0.24909517450625174,6.612373840978091,4.954779844160525,6.326529233175177,2.024032358491932,0.5206038551525752,0.3423665232654159,0.6576334767345842,,4328389.0,1.0872579011860801,2.700902392250953,non-profit
NEMAHA COUNTY HOSPITAL (281324),General Short Term (Critical Access Hospitals),Governmental-County,2022-05-01 00:00:00,,1687409.0,342242.0,,2023-04-30,,NE,216086.0,,2.0,3271608.0,678.0,6500000.0,393378.0,,183301.0,2360982.0,1115952.0,6398358.0,4208269.0,16.0,26534899.0,10575858.0,,16.0,5840.0,,1022870.0,18434907.0,4286717.0,20595743.0,496661.0,17022371.0,80.25,0.641509,2864703.0,118.0,,,1465697.0,,33804520.0,873.0,2022,2022,30939817.0,1514591.201838,17075858.0,0.09153336113927778,1311250.0,0.0711286474078768,14.051842229328436,10.598967590163587,13.565556864754448,7.215582756872669,0.09258952630521376,0.08474319410540365,0.9152568058945963,,30939817.0,0.5453385227774274,5.634815356852044,govt
NEMAHA VALLEY COMMUNITY HOSPITAL (171315),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,2022-07-01 00:00:00,,2552766.0,496820.0,,2023-06-30,,KS,363823.0,,2.0,4019478.0,1257.0,2242055.0,399447.0,,136249.0,1251488.0,289288.0,10591839.0,3208791.0,24.0,30926322.0,6124555.0,,24.0,8760.0,334627.0,1043760.0,19773284.0,2972628.0,12598317.0,344376.0,19662864.0,101.98,0.635797,29233214.0,322.0,,,2112832.0,,45448416.0,1588.0,2022,2022,16215202.0,795692.315936,8366610.0,0.12910177186551308,-2132588.0,-0.10785198857205511,5.962763248568746,6.009374621361282,5.627573796686154,2.898742067518856,1.8028276181819998,0.6432174445859675,0.3567825554140325,-3.253855785695715,16215202.0,0.4350709164429405,4.919366146549378,non-profit
NEMOURS CHILDRENS HOSPITAL (103304),Childrens,Voluntary Nonprofit-Other,2022-01-01 00:00:00,,2632888.0,,,2022-12-31,,FL,2264243.0,,1.0,88962890.0,102.0,,,,,,,203673249.0,173342.0,130.0,897744154.0,1875.0,,66.0,47450.0,,22185969.0,268731383.0,160241.0,103290579.0,3023976.0,295603565.0,1012.83,,266893535.0,3426.0,53.07,,54624879.0,46.0,436638911.0,27249.0,2022,2022,169745376.0,,1875.0,0.009797471254036601,-27316732.0,-0.10165069555720628,1.8909072366091648,1.6768486205708575,1.794097521021511,3.432501882521333e-05,1.5723169684457265,0.6112454210476904,0.38875457895230964,,169745376.0,0.6154545008014644,3.0207132771878253,non-profit
NEOSHO MEMORIAL REGIONAL MED CTR (171380),General Short Term (Critical Access Hospitals),Governmental-County,2022-01-01 00:00:00,,319376.0,6596582.0,,2022-12-31,,KS,1604600.0,,2.0,12024482.0,2555.0,,4710904.0,,2272282.0,19538320.0,3061970.0,26810180.0,4854033.0,21.0,146359378.0,15861357.0,,16.0,7665.0,600111.0,4315867.0,53800960.0,5198099.0,30564693.0,1141485.0,54646097.0,328.56,0.373369,26133603.0,1376.0,,,7726730.0,5.0,62464771.0,5489.0,2022,2022,36331168.0,7295003.00008,15861357.0,0.005936250951655881,-6981567.0,-0.1297665878080986,3.9557086891867583,3.650343029975164,3.60030802163399,2.052790378335984,0.7193163456787296,0.41837347006362996,0.5816265299363701,-4.442011561194512,36331168.0,0.8613008442790897,4.474285046125064,govt
NESHOBA COUNTY GENERAL HOSPITAL (250043),General Short Term (Acute Care Hospitals),Governmental-County,2021-10-01 00:00:00,,-2604776.0,4311641.0,2596986.0,2022-09-30,2457700.0,MS,557678.0,16070593.0,2.0,13600901.0,1039.0,10351688.0,2953751.0,,327221.0,13569874.0,6781605.0,31359912.0,3070337.0,38.0,82699847.0,19812477.0,,38.0,13870.0,,2530498.0,47591402.0,3045123.0,40334969.0,664105.0,50697067.0,291.03,0.613025,8184196.0,749.0,,,5507175.0,,69259959.0,2506.0,2021,2022,61075763.0,8318672.008850001,30164165.0,-0.05473207114175792,-9357630.0,-0.19662438185788264,7.324076137039408,5.594266025684675,7.102223190655827,3.5975753448909833,0.13400071645441416,0.11816634196967978,0.8818336580303202,,61075763.0,0.6871416426914142,3.4991359763592134,govt
NESS COUNTY HOSPITAL DISTRICT No.2 (171336),General Short Term (Critical Access Hospitals),Governmental-Hospital District,2022-01-01 00:00:00,,692996.0,238670.0,,2022-12-31,,KS,104522.0,,2.0,2734771.0,741.0,25158.0,195844.0,,1579.0,1538167.0,1340179.0,4702788.0,995823.0,25.0,11911609.0,4391217.0,,25.0,9125.0,,452101.0,9897617.0,1339902.0,8532520.0,286108.0,11469226.0,62.27,0.962861,4932991.0,84.0,,,3047942.0,,14542451.0,3591.0,2022,2022,9609460.0,1481041.0157869998,4416375.0,0.07001644941403572,-2752949.0,-0.2781426074579366,2.799436472216335,2.5695577540517505,2.671274584621361,1.4407154073141812,0.5133473681143373,0.33921317665089606,0.660786823349104,,9609460.0,0.680601708749096,3.6191757920498646,govt
NEUROBEHAVIORAL HOSPITAL  LLC (154065),Psychiatric,Proprietary-Partnership,2022-01-01 00:00:00,,214687.0,,,2022-12-31,,IN,-163152.0,,1.0,3304366.0,6710.0,,,,,,,6767405.0,,70.0,52696334.0,-204309.0,,70.0,25550.0,334054.0,2444603.0,15635776.0,,2617620.0,121215.0,14068185.0,102.17,,24466223.0,1436.0,,,4498803.0,,34510524.0,20878.0,2022,2022,10044301.0,,0.0,0.01373049856943461,214186.0,0.01369845666758081,0.5818481049292445,0.7822198482574142,0.5549042712028066,0.0,2.4358313236530846,0.7089496235988767,0.2910503764011233,7.959159297598592,10044301.0,0.45307269168094927,4.731853553752822,for-profit
NEUROBEHAVIORAL HOSPITAL OF THE PB (104084),Psychiatric,Proprietary-Corporation,2022-07-01 00:00:00,,-1959987.0,,,2023-01-31,,FL,105977.0,,1.0,4323617.0,424.0,,,,,,,3063109.0,,42.0,25931500.0,,,42.0,9030.0,,33596.0,4551804.0,,3590072.0,123965.0,6436769.0,39.14,,6068260.0,1123.0,,,6068260.0,,4002862.0,6631.0,2022,2022,-2065398.0,,0.0,-0.43059564954905793,-2060300.0,-0.4526337250022189,0.5916147297577888,0.38950720634910174,0.5537221542913454,0.0,-2.9380584274798367,1.515980316083842,-0.515980316083842,,-2065398.0,1.1371373782058938,1.0527768763977012,for-profit
NEUROPSYCHIATRIC HOSPITAL OF INDIANA (154063),Psychiatric,Proprietary-Partnership,2022-01-01 00:00:00,,-1002319.0,,,2022-12-31,,IN,-117799.0,,1.0,4232170.0,5456.0,,,,,,,6111605.0,,50.0,39014260.0,-119990.0,,50.0,18250.0,28974.0,1730106.0,12347460.0,,3814439.0,52463.0,12337048.0,83.52,,7915602.0,1002.0,,,5018910.0,,18246770.0,15194.0,2022,2022,10331168.0,,0.0,-0.08117612853169802,-1381379.0,-0.11187555983173868,0.760013429210725,0.6435359470482634,0.7495603627082374,0.0,0.7661865531564291,0.43380839458161635,0.5661916054183836,12.035859736315317,10331168.0,0.6766929160613084,2.917524579589194,for-profit
NEVADA REGIONAL MEDICAL CENTER (260061),General Short Term (Acute Care Hospitals),Governmental-City-County,2022-07-01 00:00:00,,-649432.0,3332667.0,1668881.0,2023-06-30,1541270.0,MO,345293.0,11953192.0,2.0,23263621.0,669.0,801040.0,2366546.0,,1237066.0,27874407.0,6532060.0,20779688.0,2224413.0,41.0,109446530.0,7571271.0,,35.0,14965.0,699550.0,3026747.0,42484271.0,2181099.0,12661427.0,1458205.0,36987519.0,253.13,0.337951,27187146.0,705.0,,,11605358.0,6.0,38330442.0,2403.0,2022,2022,11143296.0,9420183.720057,8372311.0,-0.015286410351727585,-5664963.0,-0.13334259636937162,1.0909983991876855,2.6009934376862827,0.935596213404188,0.6523944371211987,2.439775987284193,0.7092833941231359,0.29071660587686415,-3.771304409977843,11143296.0,1.1083689303661044,1.8262105886267663,govt
NEW BRAUNFELS REGIONAL REHABILITATION (673049),Rehabilitation,Proprietary-Corporation,2022-01-01 00:00:00,,2313328.0,,,2022-12-31,,TX,16064.0,,1.0,3589966.0,8268.0,,,,,,,9266650.0,146.0,40.0,29340435.0,-108303.0,,40.0,14600.0,,460172.0,18607407.0,145.0,3083605.0,82220.0,17237841.0,128.52,,271040993.0,777.0,,,258725482.0,,283749334.0,11810.0,2022,2022,12708341.0,,0.0,0.12432296450547892,2093885.0,0.11252965015490875,0.011918443348382669,0.02281682482284447,0.01153856580698147,0.0,21.327802976013942,0.9552127900324869,0.044787209967513085,,12708341.0,0.06557691867569282,5.183170815545329,for-profit
NEW ENGLAND BAPTIST HOSPITAL (220088),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2021-10-01 00:00:00,,5109315.0,800549.0,38308370.0,2022-09-30,35188067.0,MA,,79049196.0,1.0,23669972.0,4698.0,65152356.0,687395.0,,301419.0,14429360.0,6992186.0,79421343.0,34889627.0,75.0,391168370.0,-1036879.0,,65.0,27375.0,1491207.0,9405347.0,221215996.0,34543485.0,151908914.0,4216136.0,229865273.0,818.95,0.587638,108778349.0,3690.0,7.84,,27512618.0,10.0,298561315.0,9809.0,2021,2022,189782966.0,8479240.25168,65152356.0,0.023096498862586773,-10085008.0,-0.04558896364799949,5.521427077568554,1.0460395662819146,,0.0,0.573172352043439,0.3643417399873122,0.6356582600126879,-0.455779110478961,189782966.0,0.7409399171490118,9.345849500793664,non-profit
NEW ENGLAND REHABILITATION HOSPITAL (203025),Rehabilitation,Proprietary-Partnership,2022-01-01 00:00:00,,8660541.0,,,2022-12-31,,ME,26900.0,16203552.0,1.0,7615489.0,8974.0,,,,,,,14433970.0,67.0,90.0,54214761.0,2677625.0,,90.0,32850.0,20898.0,669296.0,38586002.0,66.0,8667155.0,88529.0,28824422.0,159.23,,16620176.0,1784.0,,,3673945.0,,21247802.0,20847.0,2022,2022,4627626.0,,2677625.0,0.22444774143742593,7910839.0,0.20501836391342124,2.35908675823944,5.158937871960522,2.3276684871439284,0.7288146665233148,3.591512365087412,0.7822068372060319,0.21779316279396804,410.5720643123744,4627626.0,1.8159996972863357,5.06677929677267,for-profit
NEW ENGLAND SINAI HOSPITAL (222027),General Long Term,Proprietary-Other,2022-01-01 00:00:00,,-8231744.0,,,2022-12-31,,MA,8113.0,,1.0,9155776.0,5586.0,,,,,,,18395296.0,414942.0,182.0,78725305.0,17290.0,,182.0,66430.0,,2779455.0,36167596.0,409630.0,10731280.0,459618.0,46811130.0,227.95,,46527405.0,358.0,,,8970000.0,,34762066.0,23511.0,2022,2022,-11765339.0,,17290.0,-0.22759997650935937,-11443440.0,-0.3164003490859608,1.1963522853957635,0.10494113712374582,1.1442083612040135,0.001927536231884058,-3.954616607307278,1.3384533876668896,-0.33845338766688954,,-11765339.0,1.0404328672524814,3.950249110506854,for-profit
NEW HAMPSHIRE HOSPITAL (304000),Psychiatric,Governmental-State,2022-07-01 00:00:00,,-83632432.0,,,2023-06-30,,NH,,,2.0,,2952.0,,,,,,,37512547.0,,184.0,80208054.0,,,184.0,67160.0,,2340956.0,,,,,81376722.0,515.0,,,670.0,,,,,,53259.0,2022,2022,,,0.0,,,,,,,,,,,,,,,govt
NEW HANOVER REGIONAL MEDICAL CENTER (340141),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-01-01 00:00:00,,-78817007.0,26828630.0,172669330.0,2022-12-31,160940085.0,NC,15376961.0,382134731.0,2.0,533068274.0,56966.0,,74892256.0,,67354546.0,463074695.0,128171661.0,440396545.0,107904565.0,694.0,4512971873.0,109224876.0,,589.0,253310.0,,28586221.0,1224857926.0,107854246.0,392409392.0,45274161.0,1219307397.0,5397.28,0.270178,384267993.0,34409.0,95.73,,295115461.0,32.0,1800410611.0,203113.0,2022,2022,1416142618.0,125112594.94570999,109224876.0,-0.06434787686551656,-237364944.0,-0.19378977672550082,1.3296809007238017,1.9128075096004542,1.1241643147933886,0.3701089588118868,0.2713483713545015,0.2134335304692336,0.7865664695307664,,1416142618.0,0.6803214325201509,2.297750561685087,non-profit
NEW LONDON HOSPITAL (301304),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,2022-07-01 00:00:00,,8945953.0,1155549.0,,2023-06-30,,NH,983402.0,,2.0,27079984.0,2665.0,,2255746.0,,1780890.0,11369817.0,4090652.0,31328540.0,12035238.0,25.0,157126795.0,32082032.0,,25.0,9125.0,1057015.0,5191106.0,87854568.0,13790972.0,45553130.0,554877.0,76221408.0,342.7,0.485095,55098076.0,741.0,,,25482427.0,,118204797.0,5681.0,2022,2022,63106721.0,5515441.377615,32082032.0,0.10182683955602627,445862.0,0.005075000767176955,1.7876291767656196,2.6727428670746316,1.72726290945521,1.258986516472705,0.8730936281731386,0.4661238579006231,0.533876142099377,5.332912021116067,63106721.0,0.7432402933698199,3.244262182725071,non-profit
NEW MEXICO REHABILITATION CENTER (323026),Rehabilitation,Governmental-State,2022-07-01 00:00:00,,-665991.0,,,2023-06-30,,NM,529.0,4617400.0,2.0,241616.0,284.0,,,,,,,4975098.0,,15.0,6900044.0,550.0,,15.0,5475.0,,29107.0,7504602.0,,256653.0,13958.0,10153672.0,,,166083.0,85.0,,,166083.0,,256653.0,1139.0,2022,2022,90570.0,,550.0,-0.08874434646900661,-1637275.0,-0.21816946454988553,1.5453297447661711,-2.5518867072487854,1.4581022741641227,0.003311597213441472,1.833752898310699,0.6471110799406202,0.3528889200593798,,90570.0,29.2402660401398,31.060037414740744,govt
NEW ORLEANS EAST HOSPITAL (190313),General Short Term (Acute Care Hospitals),Governmental-Hospital District,2022-01-01 00:00:00,,-6515966.0,1963568.0,2643088.0,2022-12-31,2102546.0,LA,772070.0,23927305.0,1.0,27884395.0,810.0,,4417411.0,,3821453.0,138069030.0,18363181.0,22408658.0,929990.0,60.0,244168712.0,1365585.0,,60.0,21900.0,,8141852.0,77643471.0,916527.0,22331628.0,1291947.0,73147296.0,318.35,0.299577,131498963.0,1164.0,,,44475180.0,,122659849.0,5818.0,2022,2022,-8839114.0,41362305.80031,1365585.0,-0.08392162169050892,-23054640.0,-0.2969295383510096,0.5021143927916649,0.511161821042658,0.45570610394381766,0.030704428852227243,-14.876939362927098,1.0720619996849987,-0.0720619996849988,,-8839114.0,0.632998260090798,2.784477518698182,govt
NEW ULM MEDICAL CENTER (241378),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,2022-01-01 00:00:00,,11676445.0,2288704.0,,2022-12-31,,MN,,,2.0,33808544.0,1550.0,,2221964.0,,1124547.0,3210179.0,1292502.0,36618696.0,11739841.0,24.0,186973845.0,1186.0,,24.0,8760.0,,2137630.0,128558789.0,10360883.0,19355449.0,2598966.0,91123370.0,411.43,0.487359,-125269716.0,1508.0,,,-125284834.0,,40552640.0,4592.0,2022,2022,40552640.0,1564509.627261,1186.0,0.09082572331946905,5385022.0,0.04188762232351147,inf,inf,,inf,0.0,0.0,1.0,,40552640.0,3.1701706473364,3.80255325399402,non-profit
NEW YORK CITY CHILDRENS PSYCH CTR (334067),Children (Psychiatric),Proprietary-Other,2022-04-01 00:00:00,,,,,2023-03-31,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2022,,,0.0,,,,,,,,,,,,,,,for-profit
NEW YORK EYE AND EAR INFIRMARY (330100),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-01-01 00:00:00,,-24795998.0,5655355.0,701320.0,2022-12-31,822585.0,NY,,52714450.0,1.0,8945000.0,9.0,34822000.0,5086105.0,,3554321.0,110184703.0,21979280.0,55848050.0,12003560.0,15.0,418291520.0,279000.0,,15.0,5288.0,,8064034.0,112837576.0,12323580.0,51337000.0,3215000.0,110232105.0,576.1,0.263529,60812000.0,342.0,32.28,,17163000.0,,176647000.0,812.0,2022,2022,115835000.0,29036864.596887,35101000.0,-0.21974947423542668,-31539424.0,-0.2795117115950807,2.991143739439492,-0.5429119617782439,,0.016255899318300997,0.524988129667199,0.3442571908948355,0.6557428091051646,,115835000.0,0.6387743692222342,12.614597652319732,non-profit
NEW YORK P.I. (334009),Psychiatric,Governmental-State,2022-04-01 00:00:00,,-62350531.0,,,2023-03-31,,NY,,21260446.0,1.0,,358.0,,,,,,,52502638.0,659010.0,21.0,5320505.0,,,21.0,7665.0,,8199554.0,,862954.0,,,21086522.0,433.88,,,123.0,19.32,,,,,6059.0,2022,2022,,,0.0,,,,,,,,,,,,,,,govt
NEW YORK PRESBYTERIAN - QUEENS (330055),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-01-01 00:00:00,,-58550589.0,7979217.0,157179990.0,2022-12-31,147783371.0,NY,3601795.0,330327012.0,2.0,393402601.0,40020.0,58066380.0,12727343.0,,10962120.0,1048396885.0,158293151.0,353691387.0,22561810.0,476.0,3485364225.0,83748833.0,,420.0,173740.0,,42720293.0,890135747.0,23029685.0,385511999.0,30401353.0,677687148.0,3429.9,0.194438,916256000.0,24884.0,205.17,,562955000.0,42.0,972739999.0,150090.0,2022,2022,56483999.0,203848193.52563,141815213.0,-0.06577714601096679,-522353376.0,-0.5868244003911461,0.6848007371814798,0.6731281274702241,0.6243995541384303,0.14876647867058646,16.221514344265888,0.9419330971708093,0.058066902829190636,,56483999.0,0.9150808519389363,2.2626585201453713,non-profit
NEW YORK PRESBYTERIAN HOSPITAL (330101),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-01-01 00:00:00,,46673000.0,28787721.0,1039271083.0,2022-12-31,963124345.0,NY,,3181122873.0,2.0,4173103569.0,176816.0,,73018765.0,,65276544.0,7407685923.0,1181734568.0,3728652302.0,262809078.0,2850.0,27984625093.0,251119000.0,6609421.0,2294.0,899382.0,,456309550.0,7691623214.0,250824810.0,4777971000.0,,6347976863.0,32398.9,0.226838,7356794000.0,113812.0,1734.24,,1922583000.0,322.0,18007486000.0,779591.0,2022,2022,10650692000.0,1680344659.401474,251119000.0,0.0060680299465329475,-103868786.0,-0.013504143808155082,2.485183214456801,2.536813129004053,,0.1306154272663391,0.6907338978537733,0.4085408701692174,0.5914591298307826,,10650692000.0,0.42713476017696195,1.8431421810705604,non-profit
NEW YORK PRESBYTERIAN HUDSON VALLEY (330267),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-01-01 00:00:00,,-21290003.0,13579495.0,35614844.0,2022-12-31,31499713.0,NY,,93321609.0,1.0,39122000.0,14630.0,29988000.0,8399416.0,,4968029.0,135839634.0,10784964.0,120088058.0,17338663.0,128.0,949888582.0,12239000.0,259988.0,118.0,46720.0,,12387702.0,249254642.0,17109888.0,106413000.0,,236902759.0,1113.6,0.249401,254561000.0,7274.0,,,158699000.0,10.0,326034000.0,35333.0,2022,2022,71473000.0,33878540.559234,42227000.0,-0.08541467003049837,-23761358.0,-0.09532965087165758,0.670533525731101,0.20324637836407286,,0.0771208388206605,3.5616386607530117,0.780780532091745,0.21921946790825497,,71473000.0,0.7645050577547127,6.371214201727928,non-profit
NEW YORK-PRESBYTERIAN/BROOKLYN METHOD (330236),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-01-01 00:00:00,,-188415000.0,5483987.0,127629075.0,2022-09-30,121603895.0,NY,16822000.0,278315638.0,2.0,103647000.0,29527.0,164457000.0,12011063.0,,10670213.0,669002405.0,95434214.0,319070022.0,25093957.0,516.0,2536370679.0,50334000.0,,454.0,140868.0,,38787120.0,658206467.0,24109984.0,404648000.0,21823000.0,565538041.0,3964.0,0.222971,987144000.0,18697.0,295.08,,312245000.0,38.0,1570298000.0,112237.0,2022,2022,583154000.0,149168135.245255,214791000.0,-0.2862551637615557,-135040533.0,-0.20516439714652637,1.295931079761085,-0.11740868548735768,1.1721660875274225,0.16120033947701323,1.6927672621640253,0.6286348196329614,0.37136518036703864,,583154000.0,0.4191602275491658,6.350463274383243,non-profit
NEWARK BETH ISRAEL MEDICAL CENTER (310002),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-01-01 00:00:00,,-6419965.0,24810792.0,75497259.0,2022-12-31,69111251.0,NJ,7805304.0,220674093.0,1.0,103597242.0,15526.0,,50075047.0,,44915670.0,1170678408.0,179241879.0,297729224.0,13953927.0,422.0,2810481167.0,140731.0,,227.0,154030.0,9099120.0,23329584.0,669876796.0,12185703.0,435278544.0,12976391.0,556105897.0,2705.2,0.197869,486982361.0,17861.0,171.08,,118967743.0,19.0,674086238.0,112538.0,2022,2022,187103877.0,231640965.912552,140731.0,-0.009583799645450027,-61080357.0,-0.09118147898945883,3.658794670081284,0.8180201250014468,3.484111226687725,0.0011829341000442447,2.602737948610226,0.7224333231380997,0.2775666768619003,-4.1488377996993115,187103877.0,0.9937553360939554,6.4661643791636845,non-profit
NEWARK WAYNE COMMUNITY HOSPITAL (330030),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-01-01 00:00:00,,-16293179.0,1587130.0,10258820.0,2022-12-31,9027309.0,NY,1517293.0,31811848.0,2.0,8098922.0,5566.0,22128788.0,3020932.0,,2402046.0,96742299.0,31948638.0,53447164.0,1921887.0,101.0,271048569.0,4475.0,,93.0,36865.0,,3503746.0,105978379.0,1897983.0,32724679.0,1031574.0,107125231.0,528.0,0.395225,41785717.0,4481.0,0.84,,18796558.0,8.0,129929648.0,23260.0,2022,2022,88143931.0,38234975.122275,22133263.0,-0.15374059457920186,-9971831.0,-0.09409306968169423,1.7409931648124088,0.13061843556676705,1.6053903060336898,0.0002380755029724059,0.47406232653726327,0.3216026337576163,0.6783973662423837,,88143931.0,0.8156597099377965,13.085491995107496,non-profit
NEWBERRY COUNTY MEMORIAL HOSPITAL (420053),General Short Term (Acute Care Hospitals),Governmental-City-County,2022-07-01 00:00:00,,3307169.0,5951801.0,8698274.0,2023-06-30,8901088.0,SC,1095697.0,18680498.0,2.0,24917255.0,1972.0,43919745.0,3892215.0,,1868258.0,24622136.0,6485602.0,22791986.0,4305795.0,48.0,154290744.0,5539456.0,,41.0,17520.0,125233.0,2334425.0,56811625.0,4322766.0,60143500.0,1708381.0,52425528.0,372.3,0.339784,9748057.0,1563.0,,,6753057.0,7.0,73822278.0,5846.0,2022,2022,64074221.0,8366207.858623999,49459201.0,0.05821289216775616,-3359916.0,-0.059141346511387416,8.906114667771943,4.999791946077162,8.490883758274215,0.8202886485335457,0.15213695692063114,0.13204763201699085,0.8679523679830091,-8.188664329689459,64074221.0,0.7695729058916334,2.2800113816710548,govt
NEWMAN MEMORIAL HOSPITAL (371336),General Short Term (Critical Access Hospitals),Governmental-City,2022-01-01 00:00:00,,-889743.0,1759802.0,,2022-12-31,,OK,75662.0,,2.0,3767158.0,1755.0,,1080119.0,,96645.0,1510970.0,1574812.0,4479556.0,2010276.0,25.0,20865161.0,2011447.0,,25.0,9125.0,177390.0,803858.0,9624883.0,2005124.0,4738224.0,133502.0,11769164.0,55.13,0.564058,10252133.0,178.0,,,5913315.0,,12423706.0,2325.0,2022,2022,2171573.0,852274.7162599999,2011447.0,-0.09244195487882814,-2352225.0,-0.24438998375356874,0.8012805000240981,0.8267548743809522,0.7659088007319076,0.3401555641801595,4.721063026663161,0.8252073093165598,0.1747926906834402,-8.728603641693443,2171573.0,0.774719153849906,2.5549453991576674,govt
NEWMAN REGIONAL HEALTH (171384),General Short Term (Critical Access Hospitals),Governmental-County,2022-01-01 00:00:00,,-4095194.0,4098321.0,,2022-12-31,,KS,375656.0,,2.0,12484057.0,2895.0,171382.0,3535928.0,,1373219.0,13144140.0,4498762.0,36544041.0,7818148.0,23.0,127316509.0,13180834.0,,17.0,8395.0,613921.0,3218984.0,73941391.0,7831826.0,28055387.0,1907581.0,71685155.0,379.69,0.563047,61319795.0,1257.0,,,8060762.0,6.0,72520966.0,6262.0,2022,2022,11201171.0,7400768.594579999,13352216.0,-0.05538432459297391,-11513795.0,-0.1557151528296242,3.4804881970215718,2.6758880860146967,3.19723495123662,1.6351846140600603,5.474409327381932,0.8455457556922229,0.15445424430777716,-13.511202581439631,11201171.0,1.0195864048473926,5.922865539623857,govt
NEWPORT COMMUNITY HOSPITAL (501310),General Short Term (Critical Access Hospitals),Governmental-Hospital District,2022-01-01 00:00:00,,2153134.0,1060430.0,,2022-12-31,,WA,347096.0,,2.0,9244851.0,1150.0,,946483.0,,281377.0,13251784.0,7072538.0,20282548.0,6270648.0,20.0,57353985.0,16443620.0,,20.0,7300.0,39333.0,1137703.0,38623801.0,6170834.0,38140457.0,955338.0,36641996.0,185.17,0.638874,14724356.0,356.0,,,8965107.0,,49490017.0,1972.0,2022,2022,34765661.0,8466220.251216,16443620.0,0.05574630005990348,-1587938.0,-0.04111293966122081,4.2543225641367135,3.105551891349428,4.109044431929257,1.834180004767372,0.4235315991834586,0.2975217405966945,0.7024782594033055,-11.44674954872499,34765661.0,0.780436203931795,4.177871660668193,govt
